# Time-averaged data for fix 3
# TimeStep c_msd_O[4] c_msd_H[4] v_fitslope_O v_fitslope_H
230100 13087.8 1.6076e+06 16.7776 2595.38
230200 13032.7 1.6016e+06 16.77 2596.14
230300 12923.8 1.5892e+06 16.7621 2596.85
230400 12827.8 1.57785e+06 16.7538 2597.51
230500 12774 1.57143e+06 16.7452 2598.12
230600 12719.2 1.56483e+06 16.7364 2598.71
230700 12642.9 1.55605e+06 16.7273 2599.27
230800 12608.3 1.55219e+06 16.7181 2599.79
230900 12581.9 1.54964e+06 16.7087 2600.3
231000 12475.9 1.5376e+06 16.6991 2600.78
231100 12449.3 1.5347e+06 16.6891 2601.22
231200 12465 1.53692e+06 16.6793 2601.66
231300 12383 1.52781e+06 16.6692 2602.09
231400 12402.8 1.53049e+06 16.6591 2602.49
231500 12451.5 1.53709e+06 16.6491 2602.91
231600 12516.3 1.54519e+06 16.6393 2603.35
231700 12572 1.55202e+06 16.6298 2603.83
231800 12655.8 1.56239e+06 16.6206 2604.32
231900 12741.9 1.57261e+06 16.6117 2604.86
232000 12903.1 1.59175e+06 16.6033 2605.45
232100 13098.3 1.61495e+06 16.5956 2606.11
232200 13261.8 1.6346e+06 16.5886 2606.86
232300 13403.2 1.6511e+06 16.5821 2607.67
232400 13644.3 1.67979e+06 16.5765 2608.56
232500 13814.7 1.70067e+06 16.5716 2609.55
232600 13972.4 1.72001e+06 16.5673 2610.61
232700 14099.6 1.73585e+06 16.5636 2611.72
232800 14265.3 1.75615e+06 16.5604 2612.91
232900 14306.6 1.76149e+06 16.5576 2614.13
233000 14417.5 1.7747e+06 16.5551 2615.39
233100 14494.6 1.78392e+06 16.553 2616.67
233200 14560.5 1.79222e+06 16.551 2617.99
233300 14563.4 1.79232e+06 16.5492 2619.32
233400 14568 1.79297e+06 16.5474 2620.64
233500 14607 1.79845e+06 16.5457 2621.96
233600 14647.4 1.80407e+06 16.5441 2623.3
233700 14670.6 1.80739e+06 16.5426 2624.66
233800 14692.6 1.81073e+06 16.5411 2626
233900 14815.9 1.82556e+06 16.54 2627.4
234000 14826.4 1.82691e+06 16.5392 2628.81
234100 14786.4 1.82272e+06 16.5381 2630.2
234200 14764.4 1.82094e+06 16.537 2631.59
234300 14658.2 1.80897e+06 16.5356 2632.93
234400 14589 1.80124e+06 16.5339 2634.24
234500 14526 1.79489e+06 16.5319 2635.5
234600 14430.2 1.7846e+06 16.5295 2636.73
234700 14399.7 1.78164e+06 16.527 2637.94
234800 14333.4 1.77393e+06 16.5242 2639.11
234900 14288.9 1.76886e+06 16.5212 2640.26
235000 14187.8 1.75742e+06 16.518 2641.37
235100 14123.8 1.75044e+06 16.5143 2642.43
235200 14112 1.74941e+06 16.5106 2643.48
235300 14064.7 1.7445e+06 16.5068 2644.51
235400 13929.6 1.72881e+06 16.5025 2645.49
235500 13920.2 1.7285e+06 16.498 2646.44
235600 13849.7 1.72106e+06 16.4934 2647.37
235700 13833.2 1.71978e+06 16.4885 2648.27
235800 13858.6 1.72298e+06 16.4838 2649.19
235900 13867 1.72374e+06 16.479 2650.09
236000 13844.9 1.72032e+06 16.4742 2650.99
236100 13799.1 1.71465e+06 16.4693 2651.87
236200 13926.5 1.72989e+06 16.4645 2652.76
236300 13986.2 1.73666e+06 16.4601 2653.69
236400 13975.4 1.7352e+06 16.4558 2654.62
236500 14054.1 1.74514e+06 16.4516 2655.56
236600 14066.2 1.74764e+06 16.4476 2656.53
236700 14048.1 1.74647e+06 16.4435 2657.48
236800 14106 1.75443e+06 16.4395 2658.45
236900 14181 1.76343e+06 16.4357 2659.44
237000 14204.6 1.76638e+06 16.4321 2660.44
237100 14240.3 1.77144e+06 16.4287 2661.47
237200 14247.4 1.77365e+06 16.4253 2662.49
237300 14320.6 1.78397e+06 16.422 2663.54
237400 14263.3 1.77813e+06 16.4188 2664.58
237500 14213.8 1.7732e+06 16.4153 2665.6
237600 14280.2 1.78153e+06 16.4118 2666.62
237700 14375.4 1.79335e+06 16.4087 2667.68
237800 14499.5 1.80872e+06 16.4059 2668.77
237900 14625.8 1.82468e+06 16.4037 2669.93
238000 14760.1 1.84145e+06 16.4019 2671.13
238100 14923.8 1.86174e+06 16.4006 2672.4
238200 15060.5 1.87912e+06 16.3999 2673.74
238300 15196.6 1.89644e+06 16.3997 2675.13
238400 15239.4 1.90229e+06 16.3997 2676.55
238500 15357.9 1.9171e+06 16.4 2678.01
238600 15426.1 1.92559e+06 16.4007 2679.5
238700 15433.5 1.92729e+06 16.4014 2681.01
238800 15487.7 1.93485e+06 16.4023 2682.52
238900 15547 1.94309e+06 16.4033 2684.06
239000 15463.9 1.93352e+06 16.4043 2685.58
239100 15411.6 1.92753e+06 16.405 2687.08
239200 15339.4 1.9198e+06 16.4054 2688.53
239300 15250.3 1.91036e+06 16.4056 2689.95
239400 15196.9 1.9053e+06 16.4054 2691.34
239500 15126.1 1.89761e+06 16.405 2692.7
239600 15115.9 1.89724e+06 16.4044 2694.03
239700 15035.5 1.88833e+06 16.4038 2695.35
239800 15034.5 1.88878e+06 16.4029 2696.64
239900 15041.1 1.89044e+06 16.402 2697.94
240000 15015 1.88834e+06 16.401 2699.22
240100 15056.9 1.89407e+06 16.4001 2700.51
240200 15064.4 1.89518e+06 16.3993 2701.8
240300 15054.6 1.8946e+06 16.3984 2703.08
240400 15065.2 1.89692e+06 16.3975 2704.37
240500 15019.3 1.89271e+06 16.3965 2705.64
240600 15032.1 1.89548e+06 16.3955 2706.9
240700 15056.2 1.89947e+06 16.3946 2708.18
240800 15029.5 1.89702e+06 16.3936 2709.45
240900 14999.7 1.89455e+06 16.3924 2710.7
241000 14936.5 1.88753e+06 16.3911 2711.94
241100 14855.6 1.87846e+06 16.3896 2713.13
241200 14752.2 1.86634e+06 16.3877 2714.29
241300 14684.1 1.85887e+06 16.3854 2715.39
241400 14648.8 1.8552e+06 16.383 2716.48
241500 14610 1.85099e+06 16.3804 2717.54
241600 14662 1.85761e+06 16.3778 2718.61
241700 14716.9 1.86442e+06 16.3755 2719.7
241800 14591.6 1.84972e+06 16.373 2720.77
241900 14506.5 1.83988e+06 16.3701 2721.78
242000 14684.3 1.86193e+06 16.3673 2722.81
242100 14716.1 1.86644e+06 16.365 2723.89
242200 14802.5 1.87786e+06 16.3628 2724.99
242300 14901.3 1.89048e+06 16.361 2726.13
242400 15033.9 1.90726e+06 16.3595 2727.31
242500 15138.3 1.92155e+06 16.3585 2728.54
242600 15290.6 1.94076e+06 16.3579 2729.83
242700 15331.2 1.94636e+06 16.3576 2731.15
242800 15403.7 1.95598e+06 16.3575 2732.49
242900 15486.4 1.96737e+06 16.3577 2733.87
243000 15587 1.9805e+06 16.3581 2735.28
243100 15620 1.98518e+06 16.3588 2736.72
243200 15669.7 1.99216e+06 16.3597 2738.17
243300 15628.4 1.98757e+06 16.3604 2739.62
243400 15701.5 1.99721e+06 16.3613 2741.06
243500 15792.1 2.00923e+06 16.3624 2742.55
243600 15880.2 2.02095e+06 16.3638 2744.07
243700 16073.9 2.04609e+06 16.3657 2745.65
243800 16161.2 2.05792e+06 16.3681 2747.29
243900 16275.9 2.07278e+06 16.3708 2748.96
244000 16375.3 2.08527e+06 16.3739 2750.68
244100 16434.2 2.09294e+06 16.3771 2752.42
244200 16483.6 2.09938e+06 16.3806 2754.19
244300 16589 2.11332e+06 16.3843 2755.98
244400 16543.4 2.10882e+06 16.3881 2757.78
244500 16587.5 2.11563e+06 16.3918 2759.57
244600 16565.1 2.11461e+06 16.3957 2761.38
244700 16559 2.11521e+06 16.3992 2763.16
244800 16641 2.12604e+06 16.4031 2764.97
244900 16648.1 2.12765e+06 16.407 2766.79
245000 16649.9 2.12875e+06 16.4109 2768.61
245100 16658.8 2.13133e+06 16.4148 2770.42
245200 16578.2 2.12284e+06 16.4186 2772.22
245300 16495.5 2.11362e+06 16.422 2773.97
245400 16444.7 2.10847e+06 16.4251 2775.69
245500 16397.2 2.10314e+06 16.4281 2777.4
245600 16220.1 2.08187e+06 16.4307 2779.04
245700 16157.8 2.07524e+06 16.4328 2780.63
245800 16170.9 2.07782e+06 16.4348 2782.21
245900 16086.2 2.06832e+06 16.4367 2783.77
246000 16016.3 2.0605e+06 16.4382 2785.29
246100 15963.2 2.05448e+06 16.4396 2786.79
246200 15833.9 2.03956e+06 16.4406 2788.23
246300 15746.2 2.02961e+06 16.4413 2789.64
246400 15715.8 2.02712e+06 16.4417 2791.01
246500 15611.4 2.01541e+06 16.4419 2792.36
246600 15535.5 2.00744e+06 16.4417 2793.66
246700 15486.4 2.00253e+06 16.4413 2794.94
246800 15505.3 2.0055e+06 16.4408 2796.2
246900 15510.9 2.00689e+06 16.4404 2797.48
247000 15489.6 2.00508e+06 16.44 2798.74
247100 15552.7 2.01383e+06 16.4396 2800.01
247200 15648.6 2.0259e+06 16.4394 2801.31
247300 15748.8 2.03854e+06 16.4397 2802.66
247400 15750.7 2.03901e+06 16.4399 2804
247500 15775.1 2.04272e+06 16.4404 2805.36
247600 15897.9 2.05928e+06 16.4409 2806.74
247700 15987 2.07191e+06 16.4419 2808.17
247800 16050.3 2.08035e+06 16.443 2809.62
247900 16215.6 2.10145e+06 16.4446 2811.12
248000 16302.6 2.11272e+06 16.4466 2812.67
248100 16426.4 2.12869e+06 16.4489 2814.26
248200 16513 2.14075e+06 16.4516 2815.89
248300 16588.8 2.15144e+06 16.4544 2817.55
248400 16666.9 2.16166e+06 16.4575 2819.24
248500 16730.2 2.17025e+06 16.4609 2820.95
248600 16861.3 2.18726e+06 16.4645 2822.7
248700 16971.9 2.20228e+06 16.4685 2824.5
248800 17014.1 2.20836e+06 16.4728 2826.33
248900 17106.1 2.22062e+06 16.4773 2828.18
249000 17103 2.22103e+06 16.4818 2830.04
249100 17213.4 2.23571e+06 16.4865 2831.92
249200 17444.3 2.2659e+06 16.4917 2833.87
249300 17493.4 2.27319e+06 16.4975 2835.88
249400 17555.6 2.28203e+06 16.5033 2837.89
249500 17684.7 2.2994e+06 16.5096 2839.96
249600 17686.4 2.30057e+06 16.5159 2842.04
249700 17577.5 2.28751e+06 16.522 2844.1
249800 17412.6 2.26712e+06 16.5276 2846.08
249900 17278.9 2.25084e+06 16.5327 2848.01
250000 17150.8 2.23528e+06 16.5373 2849.87
250100 16998.6 2.21624e+06 16.5415 2851.66
250200 16808.4 2.19236e+06 16.545 2853.38
250300 16630.9 2.17015e+06 16.5478 2855
250400 16316.7 2.131e+06 16.5499 2856.53
250500 16104.6 2.10478e+06 16.5511 2857.94
250600 15902.2 2.07979e+06 16.5515 2859.25
250700 15603.3 2.04248e+06 16.5511 2860.46
250800 15448.4 2.02385e+06 16.5499 2861.56
250900 15314.7 2.00801e+06 16.5483 2862.62
251000 15223.6 1.99727e+06 16.5462 2863.61
251100 15182.4 1.99268e+06 16.544 2864.59
251200 15183.7 1.9931e+06 16.5417 2865.54
251300 15239.3 2.00038e+06 16.5394 2866.51
251400 15267.7 2.00397e+06 16.5374 2867.49
251500 15248.3 2.00161e+06 16.5352 2868.47
251600 15296.9 2.00853e+06 16.5332 2869.45
251700 15167.5 1.9933e+06 16.531 2870.41
251800 15196.8 1.99754e+06 16.5286 2871.35
251900 15252.9 2.00464e+06 16.5263 2872.3
252000 15356.4 2.01819e+06 16.5244 2873.29
252100 15419.4 2.02727e+06 16.5227 2874.3
252200 15563.6 2.04644e+06 16.5212 2875.35
252300 15800.6 2.07703e+06 16.5205 2876.49
252400 15935.6 2.09439e+06 16.5204 2877.7
252500 15980.6 2.10078e+06 16.5204 2878.93
252600 16129.1 2.12088e+06 16.5209 2880.22
252700 16177.1 2.12809e+06 16.5215 2881.52
252800 16328.5 2.14836e+06 16.5225 2882.88
252900 16440.9 2.16275e+06 16.524 2884.29
253000 16454.2 2.16444e+06 16.5256 2885.71
253100 16587 2.18162e+06 16.5273 2887.15
253200 16721 2.19922e+06 16.5296 2888.66
253300 16839.3 2.21504e+06 16.5323 2890.2
253400 16957.3 2.23063e+06 16.5352 2891.79
253500 17104.9 2.2501e+06 16.5386 2893.43
253600 17176.8 2.25995e+06 16.5424 2895.12
253700 17251.2 2.27002e+06 16.5463 2896.83
253800 17256.8 2.27151e+06 16.5503 2898.55
253900 17243.1 2.27053e+06 16.5543 2900.26
254000 17187.7 2.26382e+06 16.5582 2901.96
254100 17201.8 2.26595e+06 16.5619 2903.63
254200 17177.8 2.26338e+06 16.5657 2905.31
254300 17125.8 2.25707e+06 16.5692 2906.95
254400 17196 2.26656e+06 16.5728 2908.6
254500 17267.2 2.27596e+06 16.5765 2910.27
254600 17179.9 2.26571e+06 16.5803 2911.94
254700 17191.2 2.26828e+06 16.5839 2913.59
254800 17118.1 2.25961e+06 16.5873 2915.22
254900 17143.3 2.26348e+06 16.5907 2916.84
255000 17126 2.26232e+06 16.594 2918.44
255100 17115.4 2.26177e+06 16.5974 2920.05
255200 17120.5 2.26273e+06 16.6006 2921.65
255300 17102.9 2.26118e+06 16.6038 2923.24
255400 17072.7 2.25783e+06 16.607 2924.82
255500 17050.7 2.25571e+06 16.6099 2926.37
255600 17053 2.25681e+06 16.6129 2927.93
255700 17018.6 2.25332e+06 16.6158 2929.47
255800 16931.9 2.24284e+06 16.6184 2930.99
255900 16919.3 2.2416e+06 16.6209 2932.48
256000 16956.7 2.24688e+06 16.6234 2933.97
256100 16984.8 2.25122e+06 16.626 2935.47
256200 16945.8 2.24734e+06 16.6286 2936.97
256300 16876.6 2.23964e+06 16.6309 2938.44
256400 16833 2.23492e+06 16.6331 2939.88
256500 16785.3 2.22976e+06 16.6351 2941.3
256600 16749.5 2.22618e+06 16.6369 2942.71
256700 16686 2.21855e+06 16.6386 2944.09
256800 16535.5 2.19963e+06 16.6399 2945.41
256900 16416.2 2.18479e+06 16.6407 2946.68
257000 16309 2.17174e+06 16.6412 2947.9
257100 16278.8 2.16838e+06 16.6414 2949.09
257200 16213.8 2.16067e+06 16.6415 2950.26
257300 16106.3 2.14714e+06 16.6413 2951.39
257400 15990.9 2.13262e+06 16.6407 2952.47
257500 15873.5 2.11823e+06 16.6397 2953.49
257600 15895.2 2.12205e+06 16.6386 2954.49
257700 15860.4 2.11832e+06 16.6375 2955.49
257800 15933.8 2.12797e+06 16.6364 2956.5
257900 15947.8 2.13002e+06 16.6354 2957.52
258000 16027 2.14074e+06 16.6346 2958.56
258100 16060.6 2.14537e+06 16.634 2959.62
258200 16086.3 2.1488e+06 16.6333 2960.67
258300 16201.3 2.16393e+06 16.6329 2961.76
258400 16227.7 2.16775e+06 16.6328 2962.87
258500 16359.9 2.18534e+06 16.6328 2964.01
258600 16491.2 2.20278e+06 16.6333 2965.2
258700 16564 2.2131e+06 16.6341 2966.43
258800 16645.5 2.22411e+06 16.6351 2967.68
258900 16695.3 2.23077e+06 16.6362 2968.96
259000 16765.1 2.24041e+06 16.6376 2970.25
259100 16834.7 2.25078e+06 16.6391 2971.57
259200 16855.8 2.25485e+06 16.6408 2972.91
259300 16882.7 2.25916e+06 16.6425 2974.25
259400 16905.1 2.2624e+06 16.6443 2975.61
259500 16883.6 2.26002e+06 16.646 2976.95
259600 16864.8 2.25805e+06 16.6476 2978.28
259700 16952 2.26996e+06 16.6494 2979.63
259800 16895.8 2.26294e+06 16.6512 2980.97
259900 16943.1 2.26936e+06 16.6529 2982.3
260000 16916 2.2666e+06 16.6547 2983.64
260100 16969.2 2.2743e+06 16.6565 2984.98
260200 16876.2 2.2624e+06 16.6582 2986.31
260300 16940.2 2.27105e+06 16.6598 2987.62
260400 16927 2.26941e+06 16.6615 2988.94
260500 16908.9 2.26714e+06 16.6631 2990.25
260600 16935.1 2.27111e+06 16.6648 2991.56
260700 16843.1 2.25977e+06 16.6662 2992.85
260800 16847.2 2.26116e+06 16.6676 2994.11
260900 16863.2 2.26336e+06 16.669 2995.38
261000 16869.4 2.26398e+06 16.6703 2996.65
261100 16854.5 2.26228e+06 16.6717 2997.91
261200 16779.4 2.25271e+06 16.6728 2999.14
261300 16644.6 2.23586e+06 16.6737 3000.33
261400 16663.8 2.23866e+06 16.6744 3001.5
261500 16652.1 2.2369e+06 16.675 3002.66
261600 16537.8 2.22222e+06 16.6755 3003.79
261700 16479.9 2.2152e+06 16.6756 3004.87
261800 16448.3 2.21153e+06 16.6757 3005.95
261900 16397.1 2.20472e+06 16.6755 3007
262000 16376.7 2.20215e+06 16.6753 3008.03
262100 16249.5 2.18594e+06 16.6748 3009.02
262200 16271.8 2.18951e+06 16.6741 3009.99
262300 16295.1 2.19274e+06 16.6735 3010.97
262400 16298 2.1936e+06 16.673 3011.96
262500 16255.2 2.18843e+06 16.6723 3012.92
262600 16374.8 2.20462e+06 16.6718 3013.9
262700 16464.9 2.21695e+06 16.6716 3014.93
262800 16570.6 2.23172e+06 16.6716 3015.98
262900 16719.7 2.25183e+06 16.6721 3017.09
263000 16851.5 2.2701e+06 16.6729 3018.24
263100 17031.1 2.29475e+06 16.6742 3019.46
263200 17245.5 2.32325e+06 16.6761 3020.75
263300 17482.2 2.35516e+06 16.6786 3022.13
263400 17704.6 2.385e+06 16.6819 3023.6
263500 18011.4 2.4256e+06 16.6859 3025.17
263600 18294.6 2.46351e+06 16.6907 3026.84
263700 18530.3 2.49441e+06 16.6963 3028.61
263800 18763.2 2.52504e+06 16.7026 3030.48
263900 19004 2.55803e+06 16.7095 3032.42
264000 19166.6 2.58098e+06 16.717 3034.44
264100 19240.4 2.59154e+06 16.7249 3036.51
264200 19272.1 2.59644e+06 16.7328 3038.59
264300 19201.9 2.58733e+06 16.7407 3040.66
264400 19177.9 2.58462e+06 16.7483 3042.69
264500 19047.6 2.56767e+06 16.7558 3044.7
264600 18905.8 2.54863e+06 16.7627 3046.63
264700 18729.1 2.52536e+06 16.7692 3048.51
264800 18551.8 2.50245e+06 16.7751 3050.3
264900 18367 2.47922e+06 16.7804 3052.02
265000 18257.9 2.46549e+06 16.7853 3053.67
265100 18125.7 2.44815e+06 16.7898 3055.28
265200 18018.3 2.43423e+06 16.7939 3056.84
265300 17847.1 2.41205e+06 16.7976 3058.32
265400 17788.9 2.40504e+06 16.8009 3059.77
265500 17683.7 2.39219e+06 16.8039 3061.18
265600 17585.5 2.37976e+06 16.8067 3062.55
265700 17515.2 2.37067e+06 16.8091 3063.87
265800 17408.5 2.35675e+06 16.8114 3065.17
265900 17322.4 2.34521e+06 16.8132 3066.41
266000 17181 2.32693e+06 16.8148 3067.61
266100 17026.5 2.30718e+06 16.8158 3068.74
266200 16977 2.30157e+06 16.8165 3069.83
266300 16886.6 2.29021e+06 16.8171 3070.9
266400 16936.6 2.29735e+06 16.8175 3071.95
266500 16894.1 2.29267e+06 16.8181 3073.01
266600 16832.4 2.2858e+06 16.8183 3074.04
266700 16821.4 2.28545e+06 16.8185 3075.05
266800 16804 2.28384e+06 16.8186 3076.06
266900 16971.9 2.30677e+06 16.819 3077.1
267000 17010.9 2.31265e+06 16.8196 3078.17
267100 17087.3 2.32319e+06 16.8204 3079.26
267200 17088.6 2.32416e+06 16.8212 3080.36
267300 17076.9 2.32325e+06 16.8221 3081.45
267400 17046.5 2.32008e+06 16.8228 3082.54
267500 17021.6 2.31733e+06 16.8235 3083.61
267600 16968.1 2.31091e+06 16.824 3084.67
267700 16969.7 2.31144e+06 16.8244 3085.7
267800 16949.9 2.30873e+06 16.8249 3086.74
267900 16847.4 2.29527e+06 16.8251 3087.74
268000 16820.4 2.2918e+06 16.8251 3088.72
268100 16732.9 2.28104e+06 16.8249 3089.66
268200 16694.3 2.27728e+06 16.8245 3090.58
268300 16645 2.2714e+06 16.824 3091.49
268400 16608.2 2.26707e+06 16.8234 3092.38
268500 16493.9 2.25247e+06 16.8225 3093.23
268600 16394.4 2.24e+06 16.8213 3094.04
268700 16282.7 2.22559e+06 16.8198 3094.81
268800 16159.4 2.20987e+06 16.8179 3095.53
268900 16119.6 2.20541e+06 16.8158 3096.21
269000 16017.6 2.19299e+06 16.8134 3096.87
269100 15891.1 2.17645e+06 16.8108 3097.48
269200 15834.4 2.16954e+06 16.8079 3098.06
269300 15732.5 2.15639e+06 16.8047 3098.59
269400 15742.2 2.15804e+06 16.8013 3099.11
269500 15751.5 2.15942e+06 16.798 3099.63
269600 15782.7 2.16369e+06 16.7948 3100.16
269700 15765 2.16163e+06 16.7916 3100.68
269800 15868.6 2.17579e+06 16.7885 3101.22
269900 16001 2.19396e+06 16.7857 3101.81
270000 16090.1 2.20655e+06 16.7833 3102.43
270100 16231.4 2.22619e+06 16.7811 3103.09
270200 16431.4 2.25382e+06 16.7795 3103.82
270300 16661.9 2.28545e+06 16.7785 3104.65
270400 16851.5 2.31112e+06 16.778 3105.53
270500 17015.3 2.33364e+06 16.7781 3106.48
270600 17313 2.37392e+06 16.7788 3107.52
270700 17551 2.40605e+06 16.7802 3108.66
270800 17712 2.42795e+06 16.7822 3109.87
270900 17836.1 2.44522e+06 16.7846 3111.13
271000 18035.7 2.47199e+06 16.7874 3112.44
271100 18221.7 2.49774e+06 16.7907 3113.82
271200 18355.7 2.51645e+06 16.7945 3115.27
271300 18403.4 2.5234e+06 16.7985 3116.74
271400 18480.6 2.53422e+06 16.8026 3118.22
271500 18506.6 2.53812e+06 16.8069 3119.73
271600 18559.8 2.54552e+06 16.8112 3121.24
271700 18591.5 2.55019e+06 16.8157 3122.77
271800 18539.2 2.5437e+06 16.8201 3124.28
271900 18499 2.53871e+06 16.8243 3125.77
272000 18539.4 2.54426e+06 16.8285 3127.27
272100 18428.5 2.52934e+06 16.8326 3128.74
272200 18361.4 2.5206e+06 16.8364 3130.16
272300 18334.7 2.51767e+06 16.84 3131.57
272400 18132.8 2.49142e+06 16.8433 3132.92
272500 18117.7 2.49009e+06 16.8463 3134.24
272600 18031.5 2.47885e+06 16.8491 3135.53
272700 17863.2 2.45706e+06 16.8516 3136.78
272800 17721 2.43865e+06 16.8535 3137.95
272900 17645.3 2.42941e+06 16.8552 3139.09
273000 17619 2.42632e+06 16.8567 3140.2
273100 17479.3 2.40785e+06 16.858 3141.28
273200 17340.5 2.38996e+06 16.8588 3142.3
273300 17237.5 2.37639e+06 16.8593 3143.28
273400 17095.2 2.35751e+06 16.8594 3144.2
273500 17059.9 2.35301e+06 16.8593 3145.09
273600 16917.5 2.33476e+06 16.859 3145.94
273700 16807.3 2.31994e+06 16.8582 3146.73
273800 16852.5 2.32602e+06 16.8574 3147.52
273900 16642.2 2.29838e+06 16.8563 3148.28
274000 16552.9 2.28693e+06 16.8548 3148.96
274100 16484 2.27768e+06 16.853 3149.62
274200 16508.2 2.28074e+06 16.8512 3150.27
274300 16503.6 2.28037e+06 16.8495 3150.92
274400 16450.9 2.27456e+06 16.8476 3151.56
274500 16443.8 2.27419e+06 16.8456 3152.18
274600 16464.9 2.27748e+06 16.8437 3152.8
274700 16444.3 2.27485e+06 16.8417 3153.42
274800 16470.5 2.27858e+06 16.8398 3154.04
274900 16445.8 2.27523e+06 16.8378 3154.65
275000 16428.4 2.27352e+06 16.8357 3155.26
275100 16403.9 2.2707e+06 16.8336 3155.85
275200 16475 2.281e+06 16.8316 3156.45
275300 16547.6 2.29146e+06 16.8297 3157.08
275400 16580.8 2.29642e+06 16.828 3157.72
275500 16739.8 2.31892e+06 16.8266 3158.4
275600 16873.9 2.33764e+06 16.8255 3159.13
275700 17017.2 2.357e+06 16.8248 3159.91
275800 17206.2 2.3829e+06 16.8245 3160.74
275900 17433.8 2.41463e+06 16.8249 3161.66
276000 17711.4 2.4523e+06 16.8259 3162.67
276100 17783.6 2.46201e+06 16.8274 3163.73
276200 17907 2.47895e+06 16.829 3164.82
276300 18057.6 2.49994e+06 16.8311 3165.96
276400 18158.6 2.51364e+06 16.8335 3167.14
276500 18267.2 2.52901e+06 16.8362 3168.37
276600 18246.8 2.5276e+06 16.8389 3169.6
276700 18356.3 2.54376e+06 16.8417 3170.84
276800 18379.9 2.54808e+06 16.8447 3172.11
276900 18435 2.55619e+06 16.8478 3173.39
277000 18522.4 2.56856e+06 16.8511 3174.69
277100 18505.3 2.56658e+06 16.8545 3176
277200 18492.4 2.56486e+06 16.8577 3177.3
277300 18401.3 2.55315e+06 16.8609 3178.58
277400 18138.7 2.51812e+06 16.8634 3179.78
277500 17936 2.4908e+06 16.8654 3180.89
277600 17751.5 2.46606e+06 16.8668 3181.93
277700 17587.5 2.44424e+06 16.8677 3182.9
277800 17445.6 2.42513e+06 16.8682 3183.82
277900 17221 2.39512e+06 16.8681 3184.65
278000 17065.3 2.37394e+06 16.8676 3185.43
278100 16781.7 2.33505e+06 16.8664 3186.11
278200 16632.7 2.31526e+06 16.8647 3186.71
278300 16448.8 2.29105e+06 16.8625 3187.25
278400 16243 2.26273e+06 16.8598 3187.71
278500 16017.7 2.23208e+06 16.8564 3188.09
278600 15897.9 2.21552e+06 16.8526 3188.4
278700 15800.2 2.20184e+06 16.8485 3188.67
278800 15726.2 2.19186e+06 16.8443 3188.91
278900 15658.7 2.18336e+06 16.8397 3189.12
279000 15631.2 2.18012e+06 16.8351 3189.31
279100 15545 2.16813e+06 16.8304 3189.48
279200 15490.3 2.16078e+06 16.8254 3189.61
279300 15565.1 2.17161e+06 16.8205 3189.76
279400 15705 2.19115e+06 16.8158 3189.94
279500 15812.2 2.20616e+06 16.8115 3190.16
279600 15956.7 2.22618e+06 16.8075 3190.44
279700 15994.8 2.23138e+06 16.8038 3190.74
279800 15979.5 2.22981e+06 16.8001 3191.04
279900 15981.5 2.23109e+06 16.7963 3191.33
280000 15919.5 2.22347e+06 16.7925 3191.62
280100 15919.1 2.22406e+06 16.7885 3191.89
280200 16040.7 2.24122e+06 16.7847 3192.18
280300 16161.6 2.25822e+06 16.7813 3192.51
280400 16333 2.28287e+06 16.7783 3192.91
280500 16546 2.31338e+06 16.7757 3193.37
280600 16666.7 2.33051e+06 16.7736 3193.88
280700 16860.5 2.35807e+06 16.7719 3194.46
280800 16998.5 2.37735e+06 16.7706 3195.09
280900 17112.7 2.39339e+06 16.7696 3195.77
281000 17203.2 2.40643e+06 16.7689 3196.47
281100 17218 2.4096e+06 16.7683 3197.2
281200 17174.1 2.404e+06 16.7677 3197.92
281300 17080.9 2.39179e+06 16.7669 3198.61
281400 17197.9 2.40834e+06 16.7661 3199.3
281500 17076.9 2.39216e+06 16.7653 3199.99
281600 17072.5 2.39184e+06 16.7643 3200.65
281700 17052.1 2.38952e+06 16.7632 3201.31
