# Time-averaged data for fix 3
# TimeStep c_msd_O[4] c_msd_H[4] v_fitslope_O v_fitslope_H
326200 22697.1 3.3291e+06 16.603 3439.84
326300 22752 3.3359e+06 16.6093 3441.07
326400 22592.7 3.31298e+06 16.6155 3442.27
326500 22420 3.28881e+06 16.6213 3443.42
326600 22176.6 3.2543e+06 16.6267 3444.51
326700 21899.1 3.21429e+06 16.6315 3445.52
326800 21663.6 3.17996e+06 16.6359 3446.45
326900 21304.1 3.12804e+06 16.6396 3447.3
327000 21051.5 3.09139e+06 16.6427 3448.05
327100 20889 3.06754e+06 16.6454 3448.75
327200 20578.5 3.02217e+06 16.6476 3449.38
327300 20364.2 2.991e+06 16.6493 3449.93
327400 20111.8 2.95398e+06 16.6506 3450.4
327500 19899.4 2.92268e+06 16.6514 3450.81
327600 19650.4 2.8867e+06 16.6517 3451.15
327700 19387.8 2.84886e+06 16.6514 3451.42
327800 19142 2.81256e+06 16.6507 3451.61
327900 19010 2.79238e+06 16.6496 3451.74
328000 18897.3 2.77488e+06 16.6484 3451.84
328100 18844.1 2.76635e+06 16.6469 3451.91
328200 18776.5 2.75629e+06 16.6453 3451.96
328300 18694.8 2.74444e+06 16.6436 3451.99
328400 18637.1 2.73568e+06 16.6417 3452
328500 18633.2 2.73417e+06 16.6398 3451.99
328600 18671.3 2.73958e+06 16.6379 3451.99
328700 18733.4 2.74811e+06 16.636 3452
328800 18768.7 2.7524e+06 16.6343 3452.02
328900 18974 2.7816e+06 16.6328 3452.07
329000 19103.7 2.80036e+06 16.6316 3452.17
329100 19256.3 2.82227e+06 16.6307 3452.3
329200 19413.6 2.84443e+06 16.6301 3452.48
329300 19518.7 2.85915e+06 16.6297 3452.68
329400 19687.3 2.88353e+06 16.6296 3452.92
329500 19799.7 2.89951e+06 16.6298 3453.2
329600 19994 2.92773e+06 16.6301 3453.51
329700 20217.9 2.95921e+06 16.631 3453.89
329800 20435.9 2.98977e+06 16.6322 3454.32
329900 20477.6 2.99467e+06 16.6337 3454.79
330000 20659.1 3.01991e+06 16.6353 3455.27
330100 20870.8 3.04989e+06 16.6374 3455.81
330200 20985.8 3.06631e+06 16.6397 3456.39
330300 21035.5 3.07322e+06 16.6422 3456.99
330400 21089.9 3.08094e+06 16.6447 3457.6
330500 21032.1 3.07189e+06 16.6473 3458.2
330600 20977.5 3.0627e+06 16.6497 3458.78
330700 21008.9 3.06641e+06 16.652 3459.35
330800 21018.9 3.06698e+06 16.6545 3459.94
330900 20895 3.04923e+06 16.6567 3460.48
331000 20960.5 3.0587e+06 16.6589 3461.03
331100 20755.8 3.02941e+06 16.661 3461.56
331200 20623.4 3.01022e+06 16.6627 3462.02
331300 20619 3.00954e+06 16.6643 3462.47
331400 20441.5 2.98422e+06 16.6657 3462.9
331500 20281.9 2.96158e+06 16.6667 3463.28
331600 20096.8 2.93494e+06 16.6674 3463.6
331700 19939.5 2.91141e+06 16.6678 3463.88
331800 19834.1 2.89547e+06 16.6679 3464.11
331900 19764.1 2.88523e+06 16.6679 3464.33
332000 19669.3 2.87113e+06 16.6677 3464.51
332100 19595.1 2.86023e+06 16.6673 3464.67
332200 19606.6 2.86136e+06 16.6669 3464.82
332300 19572.2 2.85515e+06 16.6664 3464.96
332400 19551.8 2.85177e+06 16.6659 3465.09
332500 19382.2 2.82748e+06 16.6651 3465.19
332600 19422.9 2.83351e+06 16.6643 3465.27
332700 19407.6 2.83131e+06 16.6635 3465.36
332800 19416.3 2.83233e+06 16.6627 3465.45
332900 19406.7 2.83079e+06 16.6618 3465.52
333000 19320.7 2.81805e+06 16.6609 3465.58
333100 19316.4 2.8169e+06 16.6599 3465.64
333200 19419.2 2.8316e+06 16.6589 3465.69
333300 19500.8 2.84289e+06 16.6581 3465.78
333400 19471.1 2.83759e+06 16.6574 3465.87
333500 19592.4 2.85449e+06 16.6567 3465.96
333600 19573.3 2.85128e+06 16.6562 3466.07
333700 19710.9 2.87097e+06 16.6557 3466.19
333800 19788.4 2.88195e+06 16.6554 3466.33
333900 19811.7 2.8856e+06 16.6552 3466.49
334000 19960.2 2.90659e+06 16.6551 3466.66
334100 20075.6 2.92298e+06 16.6553 3466.88
334200 20156 2.93436e+06 16.6557 3467.11
334300 20322.6 2.95787e+06 16.6564 3467.39
334400 20387.2 2.96709e+06 16.6571 3467.67
334500 20504.3 2.98404e+06 16.6581 3467.98
334600 20508.4 2.98502e+06 16.6592 3468.32
334700 20425.8 2.97257e+06 16.6601 3468.63
334800 20576.9 2.99342e+06 16.6612 3468.96
334900 20490.9 2.98056e+06 16.6622 3469.28
335000 20616.9 2.99791e+06 16.6633 3469.61
335100 20619.1 2.99722e+06 16.6646 3469.96
335200 20599.2 2.99384e+06 16.6657 3470.29
335300 20568.7 2.98876e+06 16.6668 3470.61
335400 20658.1 3.00105e+06 16.668 3470.94
335500 20517.6 2.98092e+06 16.6691 3471.26
335600 20455.3 2.97238e+06 16.67 3471.55
335700 20321.3 2.9536e+06 16.6708 3471.82
335800 20097.1 2.92131e+06 16.6711 3472.03
335900 19962 2.9019e+06 16.6711 3472.18
336000 19587.9 2.84799e+06 16.6707 3472.28
336100 19264.1 2.80162e+06 16.6695 3472.27
336200 18956 2.75764e+06 16.6678 3472.18
336300 18601.9 2.70709e+06 16.6655 3472
336400 18388.7 2.67553e+06 16.6626 3471.74
336500 18180.8 2.6452e+06 16.6594 3471.43
336600 18034.8 2.62451e+06 16.6558 3471.06
336700 17996.6 2.61867e+06 16.6521 3470.68
336800 17839.3 2.59565e+06 16.6481 3470.26
336900 17879 2.60081e+06 16.6441 3469.83
337000 17882 2.60059e+06 16.6402 3469.41
337100 17880.7 2.59992e+06 16.6362 3468.98
337200 17985.8 2.61445e+06 16.6324 3468.57
337300 18113.6 2.63195e+06 16.6287 3468.18
337400 18272.1 2.65392e+06 16.6253 3467.83
337500 18460.3 2.68011e+06 16.6222 3467.52
337600 18545.6 2.69222e+06 16.6194 3467.24
337700 18688.9 2.71261e+06 16.6168 3467
337800 18815 2.7307e+06 16.6144 3466.79
337900 18976.3 2.7534e+06 16.6123 3466.61
338000 19197 2.78443e+06 16.6104 3466.48
338100 19374.5 2.81011e+06 16.609 3466.4
338200 19576 2.83911e+06 16.608 3466.37
338300 19806.5 2.87178e+06 16.6072 3466.39
338400 19993.3 2.89776e+06 16.6069 3466.46
338500 20199.1 2.92613e+06 16.6069 3466.59
338600 20244.1 2.93152e+06 16.6072 3466.74
338700 20224.7 2.928e+06 16.6074 3466.89
338800 20243.4 2.9308e+06 16.6077 3467.04
338900 20213 2.92648e+06 16.6078 3467.17
339000 20199.3 2.92422e+06 16.608 3467.31
339100 20260.7 2.93231e+06 16.6082 3467.45
339200 20330.2 2.94147e+06 16.6085 3467.6
339300 20418.8 2.95324e+06 16.6089 3467.77
339400 20365.4 2.94575e+06 16.6094 3467.94
339500 20423.6 2.95367e+06 16.6098 3468.1
339600 20418 2.95267e+06 16.6103 3468.27
339700 20484.4 2.9616e+06 16.6108 3468.45
339800 20542.9 2.96955e+06 16.6115 3468.64
339900 20577.2 2.9745e+06 16.6122 3468.84
340000 20741.6 2.99804e+06 16.6131 3469.07
340100 20733.4 2.99744e+06 16.6141 3469.31
340200 20703.3 2.99251e+06 16.6151 3469.55
340300 20696.8 2.99067e+06 16.616 3469.77
340400 20738.3 2.99557e+06 16.6169 3470
340500 20725.2 2.99318e+06 16.6179 3470.22
340600 20792.6 3.00235e+06 16.6189 3470.45
340700 20714.3 2.99018e+06 16.6199 3470.68
340800 20821.6 3.00494e+06 16.6209 3470.9
340900 20807.5 3.00217e+06 16.622 3471.14
341000 20784.3 2.99818e+06 16.623 3471.37
341100 20778.9 2.99739e+06 16.624 3471.58
341200 20826.3 3.00383e+06 16.625 3471.81
341300 20833.4 3.00417e+06 16.626 3472.04
341400 20894 3.01227e+06 16.6271 3472.27
341500 20951.4 3.02002e+06 16.6284 3472.51
341600 20982.7 3.02394e+06 16.6296 3472.77
341700 20975.5 3.02215e+06 16.6309 3473.02
341800 20970.5 3.02101e+06 16.6322 3473.27
341900 20801.6 2.997e+06 16.6333 3473.49
342000 20658 2.97637e+06 16.634 3473.66
342100 20447.3 2.94628e+06 16.6345 3473.79
342200 20252.3 2.91878e+06 16.6346 3473.87
342300 20069.3 2.89226e+06 16.6343 3473.9
342400 19841.7 2.85908e+06 16.6337 3473.87
342500 19589.3 2.82283e+06 16.6326 3473.78
342600 19517.2 2.81243e+06 16.6313 3473.65
342700 19330.9 2.78642e+06 16.6297 3473.48
342800 19258.7 2.77597e+06 16.6278 3473.27
342900 19245.4 2.77388e+06 16.6259 3473.06
343000 19189.4 2.76543e+06 16.624 3472.84
343100 19271.4 2.77633e+06 16.6221 3472.62
343200 19330.9 2.78422e+06 16.6202 3472.41
343300 19328 2.78348e+06 16.6185 3472.21
343400 19380.2 2.79093e+06 16.6167 3472.02
343500 19377.7 2.79046e+06 16.615 3471.82
343600 19495.5 2.80696e+06 16.6134 3471.64
343700 19570.3 2.81754e+06 16.612 3471.49
343800 19561.1 2.81573e+06 16.6106 3471.34
343900 19618.2 2.82303e+06 16.6093 3471.19
344000 19720 2.83689e+06 16.6081 3471.06
344100 19815.6 2.84967e+06 16.6071 3470.96
344200 19806.8 2.84837e+06 16.6061 3470.86
344300 19784.6 2.84559e+06 16.6051 3470.75
344400 19944 2.8677e+06 16.6042 3470.66
344500 19905.9 2.86214e+06 16.6034 3470.59
344600 20047.6 2.88222e+06 16.6026 3470.52
344700 20364.9 2.92671e+06 16.6024 3470.51
344800 20532.7 2.94956e+06 16.6025 3470.57
344900 20731.5 2.97718e+06 16.6029 3470.66
345000 20858.1 2.99414e+06 16.6036 3470.78
345100 21097.2 3.02711e+06 16.6046 3470.95
345200 21227.8 3.04556e+06 16.606 3471.17
345300 21441.7 3.07548e+06 16.6075 3471.42
345400 21555 3.09116e+06 16.6095 3471.71
345500 21751 3.11857e+06 16.6116 3472.03
345600 21975.9 3.14952e+06 16.6141 3472.41
345700 22084.5 3.16337e+06 16.6169 3472.82
345800 22205 3.17893e+06 16.6198 3473.25
345900 22380.4 3.20333e+06 16.623 3473.72
346000 22504.1 3.22132e+06 16.6265 3474.22
346100 22559.4 3.22967e+06 16.6301 3474.74
346200 22725.2 3.25272e+06 16.6338 3475.29
346300 22773.5 3.25856e+06 16.6378 3475.85
346400 22885.7 3.27423e+06 16.6419 3476.44
346500 22959.5 3.28435e+06 16.6461 3477.04
346600 22998.5 3.28958e+06 16.6503 3477.65
346700 23090.9 3.3028e+06 16.6547 3478.28
346800 23097.5 3.30394e+06 16.6592 3478.91
346900 23000.5 3.29016e+06 16.6636 3479.54
347000 22851.1 3.26945e+06 16.6677 3480.13
347100 22618.3 3.23686e+06 16.6715 3480.66
347200 22386.1 3.204e+06 16.6748 3481.15
347300 22169 3.17396e+06 16.6778 3481.56
347400 21891.7 3.1351e+06 16.6803 3481.92
347500 21737.6 3.11316e+06 16.6824 3482.23
347600 21628.9 3.09802e+06 16.6843 3482.5
347700 21457.1 3.074e+06 16.6859 3482.74
347800 21093.5 3.02267e+06 16.6871 3482.9
347900 20859 2.98942e+06 16.6877 3482.99
348000 20625 2.95628e+06 16.6879 3483.02
348100 20501.7 2.93886e+06 16.6878 3483.02
348200 20411.5 2.92644e+06 16.6875 3482.97
348300 20481.9 2.93641e+06 16.6872 3482.93
348400 20428.8 2.92862e+06 16.6869 3482.89
348500 20388.2 2.92297e+06 16.6866 3482.84
348600 20234.2 2.90156e+06 16.686 3482.77
348700 20170.1 2.89264e+06 16.6853 3482.66
348800 20168.6 2.89253e+06 16.6844 3482.54
348900 20043.5 2.87484e+06 16.6835 3482.41
349000 20009.1 2.87045e+06 16.6824 3482.25
349100 20058.2 2.87825e+06 16.6814 3482.1
349200 19985.1 2.86866e+06 16.6803 3481.95
349300 20132.5 2.88931e+06 16.6792 3481.8
349400 20064.7 2.87952e+06 16.6783 3481.67
349500 20100.4 2.885e+06 16.6773 3481.52
349600 20250.3 2.90577e+06 16.6764 3481.4
349700 20306.3 2.91325e+06 16.6758 3481.3
349800 20368.2 2.92162e+06 16.6752 3481.22
349900 20418.7 2.92836e+06 16.6747 3481.14
350000 20515.9 2.94202e+06 16.6743 3481.08
350100 20644.4 2.96033e+06 16.6741 3481.04
350200 20734.2 2.97316e+06 16.6741 3481.04
350300 20818.2 2.98515e+06 16.6742 3481.05
350400 20919.7 2.99928e+06 16.6745 3481.08
350500 20938.7 3.00141e+06 16.6749 3481.12
350600 21122.7 3.02745e+06 16.6754 3481.18
350700 21251.7 3.04558e+06 16.6762 3481.29
350800 21324.1 3.05529e+06 16.6772 3481.41
350900 21364.5 3.06063e+06 16.6782 3481.54
351000 21477.4 3.07673e+06 16.6794 3481.69
351100 21555.5 3.08756e+06 16.6806 3481.86
351200 21652.3 3.10069e+06 16.6821 3482.05
351300 21842.7 3.12705e+06 16.6838 3482.27
351400 21873 3.13101e+06 16.6856 3482.51
351500 22077.2 3.16001e+06 16.6877 3482.78
351600 22301.4 3.192e+06 16.6901 3483.1
351700 22394.7 3.20501e+06 16.6927 3483.45
351800 22485.6 3.21725e+06 16.6955 3483.83
351900 22700.6 3.24746e+06 16.6985 3484.23
352000 22895.6 3.27488e+06 16.7019 3484.69
352100 23068.3 3.29929e+06 16.7055 3485.18
352200 23253.5 3.32587e+06 16.7095 3485.71
352300 23413.2 3.3486e+06 16.7137 3486.29
352400 23534 3.36561e+06 16.7182 3486.89
352500 23534.7 3.3658e+06 16.7227 3487.51
352600 23557.5 3.36943e+06 16.7272 3488.12
352700 23533.5 3.36568e+06 16.7317 3488.73
352800 23437 3.35147e+06 16.7361 3489.32
352900 23260.8 3.32622e+06 16.7403 3489.89
353000 23149.3 3.31006e+06 16.7441 3490.4
353100 22998.6 3.28881e+06 16.7478 3490.89
353200 22785.5 3.258e+06 16.7511 3491.32
353300 22674.7 3.24226e+06 16.7542 3491.73
353400 22527.5 3.22142e+06 16.7569 3492.08
353500 22307.2 3.1896e+06 16.7595 3492.41
353600 22103.5 3.16022e+06 16.7615 3492.67
353700 22007.9 3.1462e+06 16.7634 3492.9
353800 21827.7 3.11995e+06 16.765 3493.09
353900 21729.4 3.10558e+06 16.7665 3493.25
354000 21475.3 3.06918e+06 16.7675 3493.36
354100 21328.2 3.04795e+06 16.7683 3493.42
354200 21144.5 3.02139e+06 16.7687 3493.44
354300 20959.3 2.9959e+06 16.7688 3493.42
354400 20802.4 2.9741e+06 16.7687 3493.35
354500 20601.5 2.9455e+06 16.7682 3493.24
354600 20511.1 2.93296e+06 16.7675 3493.1
354700 20383.6 2.91494e+06 16.7666 3492.93
354800 20354.1 2.91122e+06 16.7656 3492.74
354900 20431.3 2.92247e+06 16.7646 3492.55
355000 20462.3 2.92714e+06 16.7637 3492.39
355100 20490.4 2.93075e+06 16.7628 3492.22
355200 20615.1 2.94828e+06 16.7622 3492.08
355300 20698.3 2.96064e+06 16.7615 3491.94
355400 20816.7 2.97751e+06 16.7612 3491.84
355500 20940 2.99488e+06 16.7609 3491.76
355600 21092.9 3.01607e+06 16.7609 3491.72
355700 21275.5 3.04113e+06 16.7612 3491.71
355800 21489.5 3.07018e+06 16.7618 3491.75
355900 21620.2 3.08778e+06 16.7627 3491.82
356000 21788.2 3.11152e+06 16.7638 3491.92
356100 21898.2 3.12676e+06 16.7651 3492.05
356200 22052.3 3.14818e+06 16.7666 3492.21
356300 22220.9 3.17171e+06 16.7684 3492.41
356400 22321.6 3.18566e+06 16.7704 3492.64
356500 22313.5 3.1839e+06 16.7725 3492.86
356600 22409.2 3.19714e+06 16.7746 3493.11
356700 22403 3.19574e+06 16.7768 3493.36
356800 22498.5 3.20834e+06 16.779 3493.6
356900 22479.2 3.2055e+06 16.7813 3493.87
357000 22399.6 3.19391e+06 16.7835 3494.12
357100 22358.5 3.1869e+06 16.7855 3494.34
357200 22439.8 3.19763e+06 16.7877 3494.57
357300 22316.2 3.17966e+06 16.7897 3494.79
357400 22181.2 3.15978e+06 16.7915 3494.98
357500 22160 3.15611e+06 16.7933 3495.15
357600 21991 3.13179e+06 16.7948 3495.29
357700 21965.7 3.12754e+06 16.7961 3495.4
357800 22026 3.13512e+06 16.7975 3495.52
357900 21936.6 3.12169e+06 16.7988 3495.63
358000 21943.5 3.12161e+06 16.8001 3495.73
358100 21984.9 3.12632e+06 16.8014 3495.83
358200 21932.1 3.11784e+06 16.8026 3495.93
358300 22021.4 3.12955e+06 16.804 3496.03
358400 21954.8 3.12027e+06 16.8053 3496.12
358500 21879.2 3.11038e+06 16.8064 3496.2
358600 21923.7 3.11723e+06 16.8076 3496.27
358700 22074.8 3.13851e+06 16.8088 3496.37
358800 22168.1 3.15144e+06 16.8104 3496.5
358900 22245.3 3.16176e+06 16.812 3496.64
359000 22373.1 3.17888e+06 16.8137 3496.79
359100 22581.1 3.20787e+06 16.8158 3496.99
359200 22691.9 3.22371e+06 16.8181 3497.23
359300 22671.8 3.22141e+06 16.8204 3497.46
359400 22647.4 3.2184e+06 16.8227 3497.7
359500 22549 3.20494e+06 16.8249 3497.91
359600 22536.8 3.20408e+06 16.8269 3498.11
359700 22526.8 3.20333e+06 16.829 3498.31
359800 22481 3.19599e+06 16.831 3498.5
359900 22404.5 3.18396e+06 16.8329 3498.68
360000 22347.9 3.17564e+06 16.8346 3498.84
360100 22327.6 3.1726e+06 16.8363 3498.98
360200 22335.6 3.17318e+06 16.838 3499.12
360300 22208.5 3.15497e+06 16.8395 3499.24
360400 22206.4 3.15415e+06 16.841 3499.35
360500 22242.2 3.15835e+06 16.8424 3499.45
360600 22210.4 3.15325e+06 16.8439 3499.57
360700 22297.4 3.16475e+06 16.8454 3499.67
360800 22341.3 3.17023e+06 16.8469 3499.79
360900 22521.4 3.19423e+06 16.8487 3499.93
361000 22647 3.21138e+06 16.8507 3500.11
361100 22691.3 3.21713e+06 16.8528 3500.3
361200 22742.3 3.22449e+06 16.855 3500.5
361300 23089.5 3.27196e+06 16.8575 3500.74
361400 23181.4 3.2844e+06 16.8604 3501.04
361500 23025.2 3.26228e+06 16.8631 3501.31
361600 22937.9 3.25064e+06 16.8656 3501.56
361700 23022.7 3.26247e+06 16.8682 3501.8
361800 22954.3 3.25277e+06 16.8707 3502.05
361900 22933.4 3.2502e+06 16.8732 3502.28
362000 22905.6 3.24648e+06 16.8756 3502.51
362100 22907.2 3.24619e+06 16.878 3502.73
362200 22857.4 3.23895e+06 16.8803 3502.94
362300 22895.4 3.24383e+06 16.8826 3503.15
362400 22952 3.25168e+06 16.885 3503.37
362500 22827.4 3.23448e+06 16.8873 3503.58
362600 22789.5 3.2294e+06 16.8894 3503.77
362700 22561.9 3.19804e+06 16.8914 3503.93
362800 22501.9 3.18962e+06 16.893 3504.05
362900 22396.7 3.17472e+06 16.8946 3504.15
363000 22310.4 3.16242e+06 16.896 3504.23
363100 22486 3.18643e+06 16.8974 3504.32
363200 22520.4 3.19079e+06 16.8991 3504.43
363300 22475.3 3.18409e+06 16.9006 3504.53
363400 22435.1 3.17836e+06 16.9022 3504.63
363500 22572.5 3.19741e+06 16.9037 3504.73
363600 22594.7 3.20039e+06 16.9054 3504.85
363700 22589.1 3.1998e+06 16.9071 3504.97
363800 22465.8 3.18241e+06 16.9088 3505.07
363900 22476.7 3.18352e+06 16.9102 3505.16
364000 22382.9 3.17086e+06 16.9116 3505.24
364100 22188.5 3.14392e+06 16.9128 3505.28
364200 22093.1 3.13019e+06 16.9137 3505.29
364300 22058.2 3.12502e+06 16.9146 3505.28
364400 22015.9 3.1192e+06 16.9153 3505.27
364500 22015.9 3.11955e+06 16.916 3505.24
364600 21944.6 3.10987e+06 16.9167 3505.22
364700 21948.2 3.10962e+06 16.9173 3505.17
364800 21844.4 3.09453e+06 16.9178 3505.12
364900 21890.9 3.10061e+06 16.9183 3505.06
365000 21800.5 3.0882e+06 16.9187 3504.99
365100 21758.4 3.0831e+06 16.919 3504.91
365200 21675.6 3.07216e+06 16.9191 3504.81
365300 21698.8 3.07488e+06 16.9193 3504.71
365400 21794.2 3.08771e+06 16.9195 3504.61
365500 21844.6 3.09452e+06 16.9199 3504.54
365600 21817.7 3.09137e+06 16.9202 3504.46
365700 21890.6 3.10157e+06 16.9205 3504.38
365800 22134.9 3.13568e+06 16.9211 3504.34
365900 22471.9 3.18317e+06 16.9222 3504.36
366000 22607.5 3.20225e+06 16.9237 3504.44
366100 22812 3.23057e+06 16.9253 3504.54
366200 23003.8 3.25755e+06 16.9273 3504.69
366300 23164 3.2799e+06 16.9296 3504.88
366400 23317.9 3.30129e+06 16.932 3505.09
366500 23493.9 3.32523e+06 16.9347 3505.34
366600 23689.8 3.35182e+06 16.9377 3505.63
366700 23740.1 3.35875e+06 16.9409 3505.94
366800 23978.8 3.39186e+06 16.9442 3506.27
366900 24184.7 3.42103e+06 16.948 3506.67
367000 24404.1 3.45186e+06 16.9519 3507.09
367100 24748.4 3.49954e+06 16.9564 3507.59
367200 24770.7 3.50201e+06 16.9611 3508.11
367300 25168.2 3.55646e+06 16.9661 3508.68
367400 25267.1 3.57027e+06 16.9715 3509.29
367500 25573.2 3.61283e+06 16.9773 3509.96
367600 25515.5 3.60461e+06 16.9831 3510.63
367700 25721.9 3.63331e+06 16.989 3511.33
367800 25827.1 3.64737e+06 16.9953 3512.06
367900 25886.3 3.6546e+06 17.0015 3512.8
368000 25813.7 3.64405e+06 17.0078 3513.52
368100 25601.9 3.61491e+06 17.0138 3514.22
368200 25467.8 3.59673e+06 17.0195 3514.88
368300 25280.4 3.57098e+06 17.0249 3515.5
368400 25123.6 3.54922e+06 17.0301 3516.08
368500 24777.9 3.50022e+06 17.0349 3516.61
368600 24758.9 3.49659e+06 17.0393 3517.09
368700 24541.3 3.46603e+06 17.0436 3517.54
368800 24532.1 3.46397e+06 17.0477 3517.97
368900 24357.9 3.43932e+06 17.0516 3518.37
369000 24253 3.4244e+06 17.0554 3518.75
369100 24150.8 3.4096e+06 17.0589 3519.1
369200 24042 3.39474e+06 17.0623 3519.42
369300 24050.8 3.39688e+06 17.0655 3519.73
369400 23929.5 3.3813e+06 17.0687 3520.03
369500 23885 3.37582e+06 17.0718 3520.31
369600 23733.3 3.35503e+06 17.0746 3520.56
369700 23765.1 3.35879e+06 17.0774 3520.81
369800 23716.7 3.35124e+06 17.0802 3521.05
369900 23691.5 3.34794e+06 17.0828 3521.27
370000 23580.7 3.33274e+06 17.0854 3521.49
370100 23673.9 3.34556e+06 17.088 3521.7
370200 23736.3 3.35361e+06 17.0907 3521.93
370300 23699.8 3.34782e+06 17.0933 3522.15
370400 23892 3.3732e+06 17.0961 3522.39
370500 23880.6 3.37109e+06 17.099 3522.64
370600 23928.2 3.37768e+06 17.1019 3522.89
370700 23857.5 3.3675e+06 17.1048 3523.15
370800 23862.9 3.36769e+06 17.1076 3523.38
370900 23916.8 3.37478e+06 17.1105 3523.63
371000 23812.6 3.36032e+06 17.1133 3523.86
371100 23600.3 3.33147e+06 17.1158 3524.06
371200 23499.9 3.31805e+06 17.1181 3524.22
371300 23510 3.3195e+06 17.1203 3524.38
371400 23390.8 3.30304e+06 17.1224 3524.52
371500 23441.4 3.31016e+06 17.1245 3524.66
371600 23554.4 3.32577e+06 17.1267 3524.81
371700 23758.2 3.3535e+06 17.1291 3524.99
371800 23595.4 3.33077e+06 17.1315 3525.17
371900 23631.3 3.33569e+06 17.1338 3525.34
372000 23634.6 3.33604e+06 17.1362 3525.51
372100 23792 3.35786e+06 17.1386 3525.69
372200 23715.2 3.34753e+06 17.1411 3525.88
372300 23836.7 3.36459e+06 17.1436 3526.08
372400 23704.8 3.34614e+06 17.1461 3526.27
372500 23772.2 3.35522e+06 17.1486 3526.45
372600 23629 3.33531e+06 17.1509 3526.62
372700 23738.9 3.35002e+06 17.1533 3526.79
372800 23548.9 3.32375e+06 17.1555 3526.95
372900 23539.6 3.32296e+06 17.1576 3527.08
373000 23454.5 3.31241e+06 17.1597 3527.21
373100 23431 3.30956e+06 17.1616 3527.32
373200 23411.1 3.30648e+06 17.1635 3527.42
373300 23407.1 3.30525e+06 17.1653 3527.52
373400 23487.6 3.3159e+06 17.1672 3527.63
373500 23568.1 3.32649e+06 17.1692 3527.75
373600 23659.3 3.33847e+06 17.1713 3527.88
373700 23836.1 3.36246e+06 17.1737 3528.05
373800 23830.6 3.36161e+06 17.1761 3528.23
373900 23898.5 3.37113e+06 17.1786 3528.41
374000 24070.5 3.39475e+06 17.1813 3528.61
374100 24223.6 3.41591e+06 17.1841 3528.84
374200 24500.7 3.4544e+06 17.1874 3529.13
374300 24602.4 3.46881e+06 17.1908 3529.45
374400 24875.1 3.50649e+06 17.1945 3529.8
374500 25084.9 3.53538e+06 17.1986 3530.21
374600 25176.9 3.54812e+06 17.2029 3530.64
374700 25262.4 3.55927e+06 17.2073 3531.08
374800 25406.5 3.57869e+06 17.2118 3531.55
374900 25550 3.59825e+06 17.2167 3532.05
375000 25606.7 3.6065e+06 17.2215 3532.55
375100 25744.3 3.62565e+06 17.2265 3533.08
375200 25892.6 3.64572e+06 17.2317 3533.64
375300 25889.6 3.64482e+06 17.237 3534.2
375400 25947.9 3.65249e+06 17.2423 3534.77
375500 25914.9 3.64778e+06 17.2477 3535.34
375600 25897.4 3.64518e+06 17.2529 3535.9
375700 25811.3 3.63365e+06 17.2581 3536.44
375800 25736.7 3.62384e+06 17.2632 3536.98
375900 25594.1 3.60456e+06 17.268 3537.48
376000 25423.7 3.58132e+06 17.2726 3537.96
376100 25399.6 3.57823e+06 17.2771 3538.4
376200 25212.4 3.55214e+06 17.2813 3538.82
376300 25072.6 3.53231e+06 17.2853 3539.21
376400 24940.9 3.51355e+06 17.2892 3539.57
376500 24712.1 3.48128e+06 17.2927 3539.89
376600 24459.5 3.44677e+06 17.2959 3540.16
376700 24087.2 3.39501e+06 17.2985 3540.36
376800 23726.4 3.34443e+06 17.3007 3540.48
376900 23367.6 3.29455e+06 17.3023 3540.53
377000 23030.2 3.24792e+06 17.3033 3540.51
377100 22706.4 3.2036e+06 17.3039 3540.41
377200 22570.8 3.18496e+06 17.3042 3540.28
377300 22261.8 3.14185e+06 17.3041 3540.09
377400 22186.2 3.13124e+06 17.3037 3539.86
377500 22232.1 3.13777e+06 17.3033 3539.64
377600 22154.9 3.12692e+06 17.3029 3539.4
377700 21985.2 3.10357e+06 17.3023 3539.15
377800 22001.2 3.10586e+06 17.3015 3538.87
377900 22089.4 3.11762e+06 17.3008 3538.61
378000 22184.1 3.13044e+06 17.3003 3538.36
378100 22399.7 3.15997e+06 17.3 3538.14
378200 22429.8 3.1639e+06 17.2999 3537.95
378300 22556.3 3.18074e+06 17.2999 3537.77
378400 22765.7 3.20956e+06 17.3001 3537.62
378500 23074.1 3.25269e+06 17.3007 3537.53
378600 23230.9 3.27495e+06 17.3016 3537.48
378700 23441 3.30409e+06 17.3028 3537.46
378800 23832.6 3.35811e+06 17.3044 3537.51
378900 24104.5 3.39574e+06 17.3065 3537.63
379000 24272.2 3.419e+06 17.3089 3537.77
379100 24500.1 3.4504e+06 17.3116 3537.97
379200 24750.7 3.48523e+06 17.3146 3538.2
379300 24926.2 3.5098e+06 17.3179 3538.48
379400 25200.5 3.54766e+06 17.3215 3538.81
379500 25399.9 3.57555e+06 17.3254 3539.17
379600 25746.6 3.62396e+06 17.3297 3539.59
379700 26006.1 3.65962e+06 17.3345 3540.08
379800 26266.8 3.69612e+06 17.3396 3540.6
379900 26561.7 3.7371e+06 17.3451 3541.19
380000 26714.8 3.75862e+06 17.3509 3541.82
380100 26907.4 3.7857e+06 17.357 3542.47
380200 26998 3.79824e+06 17.3632 3543.15
380300 26987.5 3.79671e+06 17.3694 3543.84
380400 27015.7 3.80096e+06 17.3757 3544.53
