#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 493000      3.09e-01    3.59e-01      3.22e-04    3.25e-04      1.12e-01    1.30e-01    6.6e-06
 493100      2.88e-01    3.34e-01      3.27e-05    1.98e-03      1.05e-01    1.18e-01    6.6e-06
 493200      2.61e-01    3.81e-01      4.95e-04    1.40e-03      9.47e-02    1.37e-01    6.6e-06
 493300      2.76e-01    2.67e-01      1.88e-03    1.01e-03      9.69e-02    9.60e-02    6.6e-06
 493400      3.72e-01    3.39e-01      1.24e-03    1.57e-05      1.34e-01    1.23e-01    6.6e-06
 493500      3.06e-01    3.06e-01      1.24e-03    1.44e-03      1.10e-01    1.09e-01    6.6e-06
 493600      2.72e-01    2.91e-01      3.56e-04    1.25e-03      9.87e-02    1.04e-01    6.6e-06
 493700      5.33e-01    4.26e-01      4.87e-05    1.04e-03      1.94e-01    1.54e-01    6.6e-06
 493800      3.33e-01    2.65e-01      4.53e-04    4.97e-04      1.21e-01    9.61e-02    6.6e-06
 493900      2.82e-01    3.15e-01      3.37e-03    1.42e-03      9.09e-02    1.13e-01    6.6e-06
 494000      3.03e-01    2.62e-01      6.93e-04    3.08e-04      1.10e-01    9.51e-02    6.6e-06
 494100      3.21e-01    2.64e-01      1.12e-03    2.60e-03      1.16e-01    8.88e-02    6.6e-06
 494200      2.20e-01    3.09e-01      1.64e-03    4.57e-05      7.64e-02    1.12e-01    6.6e-06
 494300      2.78e-01    2.65e-01      4.73e-04    1.66e-03      1.01e-01    9.35e-02    6.6e-06
 494400      3.19e-01    3.17e-01      2.13e-03    1.13e-03      1.12e-01    1.14e-01    6.6e-06
 494500      3.03e-01    2.48e-01      1.35e-03    2.04e-03      1.09e-01    8.53e-02    6.6e-06
 494600      2.58e-01    2.72e-01      1.55e-03    1.13e-04      9.13e-02    9.91e-02    6.6e-06
 494700      3.06e-01    2.67e-01      2.96e-04    1.56e-03      1.11e-01    9.45e-02    6.6e-06
 494800      2.87e-01    2.94e-01      1.58e-03    2.39e-03      1.02e-01    1.01e-01    6.6e-06
 494900      3.74e-01    2.65e-01      4.60e-03    1.59e-03      1.19e-01    9.35e-02    6.6e-06
 495000      2.72e-01    3.70e-01      7.44e-04    9.82e-04      1.01e-01    1.37e-01    6.2e-06
 495100      2.73e-01    3.34e-01      1.39e-04    6.84e-05      1.01e-01    1.24e-01    6.2e-06
 495200      2.31e-01    3.19e-01      8.63e-04    9.00e-04      8.49e-02    1.18e-01    6.2e-06
 495300      3.26e-01    2.65e-01      1.24e-03    6.47e-05      1.20e-01    9.86e-02    6.2e-06
 495400      2.59e-01    2.67e-01      1.52e-03    2.17e-04      9.39e-02    9.93e-02    6.2e-06
 495500      3.34e-01    2.88e-01      2.42e-03    2.76e-04      1.19e-01    1.07e-01    6.2e-06
 495600      2.61e-01    3.17e-01      1.22e-03    6.94e-04      9.56e-02    1.17e-01    6.2e-06
 495700      2.97e-01    3.26e-01      1.38e-04    6.52e-04      1.11e-01    1.21e-01    6.2e-06
 495800      2.73e-01    2.76e-01      2.62e-04    6.02e-04      1.02e-01    1.02e-01    6.2e-06
 495900      2.61e-01    3.46e-01      1.42e-03    4.15e-04      9.49e-02    1.29e-01    6.2e-06
 496000      2.81e-01    3.11e-01      6.91e-04    1.18e-03      1.04e-01    1.14e-01    6.2e-06
 496100      2.52e-01    2.57e-01      1.32e-04    1.31e-03      9.37e-02    9.35e-02    6.2e-06
 496200      2.64e-01    3.81e-01      5.18e-04    6.71e-05      9.78e-02    1.42e-01    6.2e-06
 496300      2.90e-01    2.60e-01      4.22e-04    1.16e-04      1.08e-01    9.67e-02    6.2e-06
 496400      2.77e-01    3.45e-01      3.13e-04    9.49e-04      1.03e-01    1.28e-01    6.2e-06
 496500      2.59e-01    2.75e-01      1.42e-03    8.73e-04      9.39e-02    1.01e-01    6.2e-06
 496600      3.04e-01    4.10e-01      3.71e-03    5.06e-03      9.95e-02    1.33e-01    6.2e-06
 496700      2.76e-01    2.29e-01      1.69e-04    8.65e-05      1.02e-01    8.52e-02    6.2e-06
 496800      2.57e-01    3.21e-01      1.04e-04    8.28e-04      9.57e-02    1.19e-01    6.2e-06
 496900      2.72e-01    2.40e-01      1.82e-04    1.44e-03      1.01e-01    8.66e-02    6.2e-06
 497000      2.85e-01    2.95e-01      7.82e-05    7.71e-04      1.06e-01    1.09e-01    6.2e-06
 497100      2.31e-01    2.90e-01      2.78e-04    1.31e-03      8.58e-02    1.06e-01    6.2e-06
 497200      3.52e-01    3.01e-01      1.60e-03    8.12e-04      1.29e-01    1.11e-01    6.2e-06
 497300      2.43e-01    3.06e-01      2.14e-03    9.76e-04      8.48e-02    1.13e-01    6.2e-06
 497400      3.43e-01    3.55e-01      2.14e-03    9.03e-04      1.24e-01    1.31e-01    6.2e-06
 497500      2.81e-01    2.92e-01      1.14e-03    4.39e-04      1.03e-01    1.08e-01    6.2e-06
 497600      4.00e-01    2.97e-01      2.81e-03    1.77e-03      1.43e-01    1.08e-01    6.2e-06
 497700      2.75e-01    2.89e-01      6.47e-04    2.82e-04      1.02e-01    1.07e-01    6.2e-06
 497800      2.63e-01    2.75e-01      3.08e-04    1.67e-03      9.76e-02    9.95e-02    6.2e-06
 497900      2.52e-01    2.55e-01      6.37e-04    7.18e-04      9.31e-02    9.43e-02    6.2e-06
 498000      2.50e-01    2.77e-01      6.21e-04    6.24e-04      9.24e-02    1.03e-01    6.2e-06
 498100      2.48e-01    2.96e-01      2.52e-04    1.47e-03      9.22e-02    1.08e-01    6.2e-06
 498200      2.47e-01    3.38e-01      9.22e-04    1.79e-03      9.07e-02    1.23e-01    6.2e-06
 498300      2.49e-01    3.33e-01      7.01e-04    1.84e-03      9.22e-02    1.21e-01    6.2e-06
 498400      3.16e-01    2.47e-01      2.19e-03    1.66e-03      1.13e-01    8.85e-02    6.2e-06
 498500      3.38e-01    3.59e-01      1.41e-03    8.53e-04      1.24e-01    1.33e-01    6.2e-06
 498600      2.84e-01    3.00e-01      1.90e-03    1.21e-03      1.02e-01    1.10e-01    6.2e-06
 498700      3.14e-01    3.06e-01      3.55e-04    4.14e-04      1.17e-01    1.14e-01    6.2e-06
 498800      2.93e-01    2.37e-01      8.58e-04    6.23e-04      1.08e-01    8.77e-02    6.2e-06
 498900      3.75e-01    3.15e-01      6.18e-04    1.33e-03      1.39e-01    1.15e-01    6.2e-06
 499000      2.98e-01    2.67e-01      1.67e-04    1.70e-05      1.11e-01    9.93e-02    6.2e-06
 499100      2.96e-01    2.89e-01      1.28e-03    1.16e-05      1.08e-01    1.07e-01    6.2e-06
 499200      3.88e-01    2.43e-01      1.30e-03    1.21e-03      1.43e-01    8.86e-02    6.2e-06
 499300      2.88e-01    3.10e-01      2.24e-03    2.32e-03      1.02e-01    1.10e-01    6.2e-06
 499400      3.67e-01    2.35e-01      4.55e-04    3.88e-04      1.36e-01    8.73e-02    6.2e-06
 499500      2.88e-01    3.05e-01      2.72e-03    1.68e-03      9.94e-02    1.11e-01    6.2e-06
 499600      3.34e-01    2.80e-01      1.13e-05    2.06e-03      1.24e-01    9.99e-02    6.2e-06
 499700      3.95e-01    3.63e-01      8.04e-04    7.91e-04      1.46e-01    1.35e-01    6.2e-06
 499800      2.61e-01    3.33e-01      2.27e-03    4.52e-04      9.14e-02    1.24e-01    6.2e-06
 499900      2.92e-01    3.03e-01      1.16e-03    1.26e-03      1.07e-01    1.11e-01    6.2e-06
 500000      3.31e-01    3.44e-01      6.32e-04    5.23e-04      1.25e-01    1.31e-01    5.9e-06
 500100      2.61e-01    2.41e-01      2.92e-04    6.89e-04      9.92e-02    9.10e-02    5.9e-06
 500200      3.45e-01    2.83e-01      2.05e-03    8.00e-05      1.28e-01    1.08e-01    5.9e-06
 500300      3.06e-01    2.80e-01      3.40e-04    1.29e-03      1.16e-01    1.05e-01    5.9e-06
 500400      2.86e-01    3.60e-01      2.70e-03    4.39e-04      1.01e-01    1.37e-01    5.9e-06
 500500      3.18e-01    2.69e-01      8.50e-05    9.87e-04      1.21e-01    1.01e-01    5.9e-06
 500600      2.54e-01    2.78e-01      1.19e-03    2.05e-03      9.49e-02    1.01e-01    5.9e-06
 500700      2.80e-01    2.57e-01      3.38e-04    2.24e-03      1.06e-01    9.17e-02    5.9e-06
 500800      2.42e-01    2.22e-01      2.04e-03    7.05e-04      8.69e-02    8.39e-02    5.9e-06
 500900      3.25e-01    2.46e-01      1.65e-03    4.38e-04      1.21e-01    9.34e-02    5.9e-06
 501000      2.20e-01    3.01e-01      3.23e-04    2.59e-03      8.33e-02    1.08e-01    5.9e-06
 501100      2.85e-01    3.35e-01      2.58e-03    2.34e-03      1.01e-01    1.23e-01    5.9e-06
 501200      2.43e-01    2.87e-01      9.03e-06    4.01e-04      9.24e-02    1.09e-01    5.9e-06
 501300      2.67e-01    2.47e-01      6.97e-04    8.14e-04      1.01e-01    9.30e-02    5.9e-06
 501400      2.67e-01    3.33e-01      6.63e-04    4.60e-04      1.01e-01    1.26e-01    5.9e-06
 501500      3.39e-01    2.74e-01      3.53e-04    4.90e-04      1.29e-01    1.04e-01    5.9e-06
 501600      2.56e-01    2.84e-01      1.57e-03    8.80e-04      9.45e-02    1.07e-01    5.9e-06
 501700      2.30e-01    2.47e-01      1.20e-04    1.68e-03      8.73e-02    9.06e-02    5.9e-06
 501800      2.58e-01    3.42e-01      1.89e-04    1.54e-04      9.81e-02    1.30e-01    5.9e-06
 501900      4.09e-01    3.59e-01      3.45e-04    1.50e-03      1.55e-01    1.35e-01    5.9e-06
 502000      2.99e-01    3.47e-01      2.14e-03    1.94e-03      1.09e-01    1.29e-01    5.9e-06
 502100      2.42e-01    2.72e-01      7.98e-04    1.09e-04      9.11e-02    1.03e-01    5.9e-06
 502200      2.85e-01    3.04e-01      3.40e-04    3.60e-04      1.08e-01    1.16e-01    5.9e-06
 502300      2.32e-01    2.47e-01      3.12e-05    1.37e-03      8.82e-02    9.17e-02    5.9e-06
 502400      3.39e-01    2.93e-01      9.80e-05    1.47e-03      1.29e-01    1.09e-01    5.9e-06
 502500      3.00e-01    2.22e-01      2.66e-03    8.51e-04      1.07e-01    8.36e-02    5.9e-06
 502600      2.90e-01    2.29e-01      1.20e-03    1.55e-03      1.09e-01    8.40e-02    5.9e-06
 502700      2.41e-01    2.59e-01      8.80e-05    2.14e-04      9.14e-02    9.84e-02    5.9e-06
 502800      3.87e-01    3.25e-01      3.41e-04    1.63e-03      1.47e-01    1.21e-01    5.9e-06
 502900      2.69e-01    3.23e-01      1.50e-03    2.14e-03      9.99e-02    1.19e-01    5.9e-06
 503000      3.07e-01    3.42e-01      2.49e-03    1.22e-03      1.11e-01    1.29e-01    5.9e-06
 503100      3.08e-01    3.15e-01      4.08e-04    1.48e-03      1.17e-01    1.18e-01    5.9e-06
 503200      2.58e-01    2.28e-01      2.07e-03    3.99e-04      9.31e-02    8.64e-02    5.9e-06
 503300      2.93e-01    3.20e-01      7.11e-04    2.37e-03      1.11e-01    1.16e-01    5.9e-06
 503400      2.97e-01    2.77e-01      7.21e-04    1.73e-03      1.12e-01    1.02e-01    5.9e-06
 503500      3.21e-01    5.15e-01      6.68e-04    4.89e-04      1.22e-01    1.96e-01    5.9e-06
 503600      4.65e-01    2.62e-01      8.79e-04    6.91e-04      1.76e-01    9.92e-02    5.9e-06
 503700      2.60e-01    2.77e-01      1.21e-03    9.74e-04      9.71e-02    1.04e-01    5.9e-06
 503800      2.91e-01    2.83e-01      1.52e-04    5.99e-04      1.11e-01    1.07e-01    5.9e-06
 503900      2.63e-01    2.04e-01      9.58e-04    6.04e-05      9.88e-02    7.77e-02    5.9e-06
 504000      2.33e-01    2.71e-01      4.35e-04    1.92e-03      8.83e-02    9.91e-02    5.9e-06
 504100      3.43e-01    2.97e-01      4.33e-04    1.36e-03      1.30e-01    1.11e-01    5.9e-06
 504200      2.69e-01    2.17e-01      1.41e-03    7.75e-04      1.00e-01    8.16e-02    5.9e-06
 504300      5.32e-01    2.45e-01      3.16e-03    7.42e-05      1.97e-01    9.33e-02    5.9e-06
 504400      2.35e-01    3.50e-01      1.33e-03    1.58e-03      8.71e-02    1.31e-01    5.9e-06
 504500      2.45e-01    2.83e-01      6.75e-04    1.79e-03      9.27e-02    1.04e-01    5.9e-06
 504600      3.09e-01    2.77e-01      7.58e-04    1.11e-03      1.17e-01    1.04e-01    5.9e-06
 504700      2.26e-01    2.44e-01      3.94e-04    7.63e-05      8.57e-02    9.28e-02    5.9e-06
 504800      3.11e-01    2.66e-01      1.41e-03    5.11e-04      1.16e-01    1.01e-01    5.9e-06
 504900      3.22e-01    3.38e-01      2.46e-03    1.61e-03      1.17e-01    1.26e-01    5.9e-06
 505000      3.05e-01    3.14e-01      1.81e-03    8.02e-04      1.15e-01    1.22e-01    5.6e-06
 505100      3.36e-01    2.85e-01      8.33e-04    6.37e-04      1.30e-01    1.10e-01    5.6e-06
 505200      2.64e-01    2.57e-01      5.82e-04    1.08e-03      1.02e-01    9.83e-02    5.6e-06
 505300      4.30e-01    3.11e-01      3.90e-03    1.84e-03      1.56e-01    1.18e-01    5.6e-06
 505400      2.86e-01    2.75e-01      3.44e-03    2.41e-04      9.79e-02    1.07e-01    5.6e-06
 505500      3.00e-01    2.68e-01      1.17e-03    1.10e-03      1.15e-01    1.03e-01    5.6e-06
 505600      2.90e-01    3.19e-01      1.45e-03    6.99e-04      1.11e-01    1.23e-01    5.6e-06
 505700      2.89e-01    2.93e-01      1.09e-03    6.26e-04      1.11e-01    1.14e-01    5.6e-06
 505800      3.30e-01    3.16e-01      5.46e-04    7.17e-04      1.28e-01    1.22e-01    5.6e-06
 505900      3.31e-01    2.16e-01      3.08e-03    4.22e-04      1.20e-01    8.37e-02    5.6e-06
 506000      2.78e-01    2.70e-01      6.59e-04    1.25e-03      1.07e-01    1.03e-01    5.6e-06
 506100      2.61e-01    2.73e-01      1.12e-03    9.73e-04      9.98e-02    1.05e-01    5.6e-06
 506200      3.44e-01    2.85e-01      2.54e-03    7.01e-04      1.28e-01    1.10e-01    5.6e-06
 506300      2.96e-01    2.64e-01      1.17e-03    1.47e-04      1.14e-01    1.02e-01    5.6e-06
 506400      4.22e-01    2.35e-01      2.72e-03    5.56e-04      1.59e-01    9.09e-02    5.6e-06
 506500      4.14e-01    2.54e-01      1.78e-03    1.72e-03      1.58e-01    9.54e-02    5.6e-06
 506600      2.80e-01    2.36e-01      1.56e-03    6.12e-04      1.06e-01    9.14e-02    5.6e-06
 506700      2.88e-01    2.43e-01      9.77e-04    5.74e-04      1.11e-01    9.41e-02    5.6e-06
 506800      2.15e-01    2.38e-01      7.66e-04    6.39e-04      8.26e-02    9.21e-02    5.6e-06
 506900      2.53e-01    2.61e-01      1.68e-03    1.03e-03      9.49e-02    1.00e-01    5.6e-06
 507000      2.56e-01    3.41e-01      3.50e-04    1.25e-03      9.95e-02    1.31e-01    5.6e-06
 507100      2.79e-01    2.79e-01      2.27e-03    9.76e-04      1.03e-01    1.07e-01    5.6e-06
 507200      2.67e-01    3.49e-01      9.33e-04    8.84e-04      1.03e-01    1.35e-01    5.6e-06
 507300      2.33e-01    2.35e-01      2.90e-04    9.42e-04      9.06e-02    9.03e-02    5.6e-06
 507400      3.44e-01    2.60e-01      1.94e-03    1.46e-03      1.30e-01    9.84e-02    5.6e-06
 507500      2.48e-01    2.71e-01      5.26e-04    2.65e-04      9.61e-02    1.05e-01    5.6e-06
 507600      2.46e-01    3.07e-01      8.17e-04    7.88e-04      9.49e-02    1.19e-01    5.6e-06
 507700      3.51e-01    2.20e-01      7.65e-06    9.21e-04      1.36e-01    8.42e-02    5.6e-06
 507800      2.75e-01    3.01e-01      1.77e-04    7.17e-04      1.07e-01    1.16e-01    5.6e-06
 507900      2.15e-01    3.19e-01      1.08e-03    2.75e-04      8.18e-02    1.24e-01    5.6e-06
 508000      3.14e-01    2.94e-01      5.99e-04    8.40e-04      1.22e-01    1.14e-01    5.6e-06
 508100      4.16e-01    2.38e-01      1.26e-03    9.95e-04      1.60e-01    9.14e-02    5.6e-06
 508200      2.91e-01    3.19e-01      1.01e-03    8.65e-04      1.12e-01    1.23e-01    5.6e-06
 508300      2.31e-01    2.23e-01      2.22e-04    3.40e-04      8.97e-02    8.67e-02    5.6e-06
 508400      3.30e-01    3.06e-01      2.49e-03    1.27e-03      1.22e-01    1.17e-01    5.6e-06
 508500      3.06e-01    2.21e-01      2.52e-03    1.01e-03      1.12e-01    8.44e-02    5.6e-06
 508600      2.76e-01    2.18e-01      8.76e-04    8.49e-04      1.06e-01    8.37e-02    5.6e-06
 508700      3.04e-01    3.59e-01      2.36e-03    2.58e-04      1.13e-01    1.39e-01    5.6e-06
 508800      2.37e-01    2.57e-01      3.04e-04    1.09e-03      9.18e-02    9.85e-02    5.6e-06
 508900      2.26e-01    3.17e-01      9.73e-04    5.65e-04      8.66e-02    1.23e-01    5.6e-06
 509000      3.47e-01    2.68e-01      1.01e-03    7.58e-04      1.34e-01    1.03e-01    5.6e-06
 509100      2.82e-01    3.10e-01      2.00e-03    1.69e-04      1.05e-01    1.21e-01    5.6e-06
 509200      2.50e-01    3.84e-01      4.93e-04    2.71e-03      9.68e-02    1.43e-01    5.6e-06
 509300      3.17e-01    3.04e-01      2.09e-03    1.52e-03      1.19e-01    1.16e-01    5.6e-06
 509400      2.56e-01    2.34e-01      1.01e-03    4.56e-04      9.85e-02    9.09e-02    5.6e-06
 509500      2.45e-01    2.59e-01      1.80e-03    1.15e-03      9.12e-02    9.90e-02    5.6e-06
 509600      2.25e-01    3.05e-01      3.57e-04    4.72e-04      8.73e-02    1.18e-01    5.6e-06
 509700      3.11e-01    2.68e-01      2.25e-04    7.02e-04      1.21e-01    1.04e-01    5.6e-06
 509800      2.27e-01    3.21e-01      1.81e-03    1.94e-03      8.37e-02    1.21e-01    5.6e-06
 509900      3.42e-01    3.59e-01      2.78e-03    2.12e-05      1.26e-01    1.39e-01    5.6e-06
 510000      2.45e-01    2.68e-01      6.17e-04    2.15e-04      9.67e-02    1.06e-01    5.3e-06
 510100      2.60e-01    2.29e-01      2.40e-04    9.98e-04      1.03e-01    8.97e-02    5.3e-06
 510200      2.76e-01    3.36e-01      1.56e-03    1.43e-03      1.07e-01    1.32e-01    5.3e-06
 510300      2.35e-01    2.84e-01      1.07e-03    1.32e-03      9.19e-02    1.11e-01    5.3e-06
 510400      2.74e-01    2.26e-01      8.59e-04    7.62e-04      1.08e-01    8.89e-02    5.3e-06
 510500      2.26e-01    2.46e-01      8.50e-04    6.01e-04      8.89e-02    9.71e-02    5.3e-06
 510600      2.66e-01    2.58e-01      4.63e-04    6.54e-05      1.05e-01    1.03e-01    5.3e-06
 510700      2.36e-01    3.08e-01      1.70e-03    1.02e-03      9.00e-02    1.21e-01    5.3e-06
 510800      2.43e-01    2.57e-01      1.00e-04    1.52e-03      9.66e-02    9.91e-02    5.3e-06
 510900      2.57e-01    2.33e-01      1.49e-03    1.30e-03      9.94e-02    9.02e-02    5.3e-06
 511000      2.40e-01    2.93e-01      8.45e-04    1.92e-03      9.44e-02    1.12e-01    5.3e-06
 511100      2.58e-01    2.20e-01      9.54e-04    3.45e-04      1.01e-01    8.73e-02    5.3e-06
 511200      2.36e-01    2.36e-01      3.34e-04    1.37e-04      9.37e-02    9.35e-02    5.3e-06
 511300      2.84e-01    2.64e-01      3.39e-05    8.45e-04      1.13e-01    1.04e-01    5.3e-06
 511400      3.35e-01    2.86e-01      2.14e-03    5.31e-04      1.29e-01    1.13e-01    5.3e-06
 511500      2.82e-01    4.21e-01      2.79e-03    1.99e-04      1.03e-01    1.67e-01    5.3e-06
 511600      2.53e-01    2.50e-01      4.75e-04    4.74e-04      1.00e-01    9.88e-02    5.3e-06
 511700      2.65e-01    2.40e-01      1.22e-03    5.66e-04      1.03e-01    9.50e-02    5.3e-06
 511800      2.23e-01    2.47e-01      1.73e-03    1.40e-03      8.45e-02    9.57e-02    5.3e-06
 511900      2.70e-01    4.39e-01      3.86e-04    8.71e-04      1.07e-01    1.74e-01    5.3e-06
 512000      2.29e-01    2.68e-01      7.71e-04    4.27e-05      9.02e-02    1.06e-01    5.3e-06
 512100      2.71e-01    2.32e-01      8.82e-04    3.88e-05      1.07e-01    9.23e-02    5.3e-06
 512200      2.45e-01    2.72e-01      1.98e-03    1.84e-03      9.24e-02    1.04e-01    5.3e-06
 512300      2.93e-01    2.69e-01      1.07e-03    3.16e-04      1.15e-01    1.07e-01    5.3e-06
 512400      2.39e-01    2.19e-01      1.40e-03    1.49e-03      9.25e-02    8.38e-02    5.3e-06
 512500      3.87e-01    2.63e-01      2.06e-04    3.01e-03      1.54e-01    9.36e-02    5.3e-06
 512600      2.22e-01    2.61e-01      9.53e-04    9.77e-04      8.68e-02    1.03e-01    5.3e-06
 512700      3.68e-01    2.43e-01      7.26e-04    3.18e-04      1.46e-01    9.62e-02    5.3e-06
 512800      2.40e-01    3.03e-01      3.75e-04    6.71e-04      9.49e-02    1.20e-01    5.3e-06
 512900      2.34e-01    2.86e-01      6.74e-04    1.99e-04      9.22e-02    1.13e-01    5.3e-06
 513000      2.59e-01    2.70e-01      3.26e-04    8.87e-04      1.03e-01    1.06e-01    5.3e-06
 513100      3.72e-01    2.85e-01      7.19e-04    1.90e-04      1.47e-01    1.13e-01    5.3e-06
 513200      3.33e-01    2.34e-01      3.24e-04    1.19e-03      1.32e-01    9.09e-02    5.3e-06
 513300      2.15e-01    2.39e-01      1.76e-03    1.49e-03      8.07e-02    9.19e-02    5.3e-06
 513400      2.48e-01    2.52e-01      1.23e-03    2.03e-03      9.66e-02    9.48e-02    5.3e-06
 513500      2.32e-01    3.32e-01      1.48e-04    1.13e-03      9.21e-02    1.31e-01    5.3e-06
 513600      2.79e-01    2.93e-01      4.73e-04    1.53e-03      1.11e-01    1.14e-01    5.3e-06
 513700      3.07e-01    2.62e-01      1.82e-03    9.43e-04      1.18e-01    1.03e-01    5.3e-06
 513800      2.69e-01    3.09e-01      2.75e-03    1.96e-03      9.78e-02    1.19e-01    5.3e-06
 513900      2.44e-01    3.10e-01      2.18e-05    1.10e-03      9.68e-02    1.22e-01    5.3e-06
 514000      3.14e-01    2.51e-01      2.93e-03    1.40e-04      1.16e-01    9.95e-02    5.3e-06
 514100      2.70e-01    2.43e-01      1.34e-03    1.64e-04      1.05e-01    9.66e-02    5.3e-06
 514200      2.24e-01    3.02e-01      8.59e-04    1.65e-03      8.80e-02    1.17e-01    5.3e-06
 514300      2.77e-01    2.13e-01      2.26e-03    1.03e-03      1.04e-01    8.31e-02    5.3e-06
 514400      2.23e-01    3.53e-01      1.07e-03    1.07e-03      8.71e-02    1.39e-01    5.3e-06
 514500      3.39e-01    2.74e-01      1.62e-03    5.21e-04      1.32e-01    1.08e-01    5.3e-06
 514600      2.32e-01    3.26e-01      3.79e-04    1.66e-03      9.19e-02    1.27e-01    5.3e-06
 514700      2.46e-01    2.22e-01      9.11e-04    3.43e-04      9.65e-02    8.82e-02    5.3e-06
 514800      2.54e-01    2.45e-01      1.53e-03    1.28e-03      9.81e-02    9.53e-02    5.3e-06
 514900      2.45e-01    3.75e-01      1.29e-03    1.55e-03      9.50e-02    1.47e-01    5.3e-06
 515000      2.59e-01    2.43e-01      5.62e-04    2.15e-03      1.05e-01    9.26e-02    5.1e-06
 515100      5.10e-01    2.71e-01      2.39e-03    3.92e-05      2.03e-01    1.10e-01    5.1e-06
 515200      3.22e-01    2.37e-01      3.95e-03    4.94e-04      1.14e-01    9.59e-02    5.1e-06
 515300      2.50e-01    2.50e-01      7.97e-04    3.16e-03      1.01e-01    8.83e-02    5.1e-06
 515400      2.19e-01    2.96e-01      7.12e-04    2.50e-04      8.83e-02    1.20e-01    5.1e-06
 515500      2.97e-01    2.99e-01      1.85e-03    7.09e-05      1.17e-01    1.21e-01    5.1e-06
 515600      2.25e-01    2.90e-01      2.16e-04    1.08e-03      9.13e-02    1.16e-01    5.1e-06
 515700      2.24e-01    1.83e-01      8.98e-04    1.06e-04      8.96e-02    7.43e-02    5.1e-06
 515800      3.15e-01    2.33e-01      7.82e-05    4.01e-04      1.28e-01    9.45e-02    5.1e-06
 515900      2.27e-01    2.66e-01      5.82e-04    4.61e-05      9.16e-02    1.08e-01    5.1e-06
 516000      2.98e-01    2.47e-01      1.83e-04    1.72e-03      1.21e-01    9.64e-02    5.1e-06
 516100      2.42e-01    2.10e-01      6.18e-05    1.28e-04      9.82e-02    8.53e-02    5.1e-06
 516200      3.30e-01    2.39e-01      3.98e-03    1.76e-03      1.18e-01    9.30e-02    5.1e-06
 516300      2.37e-01    1.92e-01      2.28e-03    4.46e-04      8.90e-02    7.76e-02    5.1e-06
 516400      2.90e-01    2.87e-01      9.31e-04    4.69e-04      1.17e-01    1.16e-01    5.1e-06
 516500      2.64e-01    3.09e-01      2.25e-03    1.71e-03      1.01e-01    1.22e-01    5.1e-06
 516600      2.85e-01    2.17e-01      1.94e-03    1.63e-04      1.11e-01    8.81e-02    5.1e-06
 516700      2.32e-01    2.51e-01      1.16e-03    3.46e-04      9.21e-02    1.02e-01    5.1e-06
 516800      3.19e-01    2.69e-01      4.03e-03    1.29e-03      1.13e-01    1.07e-01    5.1e-06
 516900      3.27e-01    2.58e-01      1.34e-03    1.01e-03      1.31e-01    1.03e-01    5.1e-06
 517000      3.05e-01    2.43e-01      7.92e-04    9.34e-04      1.23e-01    9.77e-02    5.1e-06
 517100      2.39e-01    3.17e-01      1.64e-03    2.07e-03      9.33e-02    1.24e-01    5.1e-06
 517200      2.70e-01    2.55e-01      2.58e-04    3.89e-04      1.10e-01    1.03e-01    5.1e-06
 517300      3.82e-01    2.58e-01      7.74e-05    8.58e-05      1.55e-01    1.05e-01    5.1e-06
 517400      2.99e-01    3.11e-01      4.22e-04    3.68e-04      1.21e-01    1.26e-01    5.1e-06
 517500      2.92e-01    2.45e-01      1.12e-03    4.25e-04      1.17e-01    9.92e-02    5.1e-06
 517600      3.00e-01    2.06e-01      2.20e-03    1.71e-03      1.17e-01    7.93e-02    5.1e-06
 517700      2.78e-01    2.22e-01      5.81e-05    8.25e-04      1.13e-01    8.92e-02    5.1e-06
 517800      2.48e-01    2.66e-01      3.48e-04    5.97e-05      1.00e-01    1.08e-01    5.1e-06
 517900      2.50e-01    3.20e-01      1.68e-03    6.94e-04      9.79e-02    1.29e-01    5.1e-06
 518000      2.59e-01    1.98e-01      9.77e-04    1.48e-03      1.04e-01    7.70e-02    5.1e-06
 518100      3.17e-01    2.39e-01      1.50e-03    2.04e-05      1.26e-01    9.71e-02    5.1e-06
 518200      2.97e-01    2.44e-01      2.65e-03    4.05e-04      1.13e-01    9.90e-02    5.1e-06
 518300      2.06e-01    2.22e-01      3.80e-04    2.54e-03      8.35e-02    8.05e-02    5.1e-06
 518400      2.43e-01    3.36e-01      9.95e-04    8.87e-05      9.75e-02    1.36e-01    5.1e-06
 518500      2.44e-01    2.51e-01      1.36e-03    5.36e-04      9.65e-02    1.02e-01    5.1e-06
 518600      2.62e-01    2.16e-01      2.05e-03    1.34e-03      1.01e-01    8.51e-02    5.1e-06
 518700      2.98e-01    2.93e-01      1.04e-03    1.36e-03      1.20e-01    1.17e-01    5.1e-06
 518800      2.10e-01    2.55e-01      1.31e-03    2.26e-03      8.26e-02    9.71e-02    5.1e-06
 518900      2.58e-01    3.55e-01      1.63e-03    4.73e-04      1.01e-01    1.44e-01    5.1e-06
 519000      2.28e-01    2.13e-01      2.28e-03    6.64e-04      8.52e-02    8.58e-02    5.1e-06
 519100      2.34e-01    2.56e-01      7.67e-04    1.09e-03      9.42e-02    1.02e-01    5.1e-06
 519200      2.28e-01    2.54e-01      3.58e-04    3.10e-05      9.24e-02    1.03e-01    5.1e-06
