#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 857500      1.25e-01    1.05e-01      1.65e-04    8.84e-04      1.16e-01    9.23e-02    1.6e-07
 857600      1.53e-01    1.16e-01      8.29e-04    1.51e-03      1.39e-01    9.24e-02    1.6e-07
 857700      1.32e-01    1.14e-01      1.41e-03    9.50e-04      1.11e-01    1.01e-01    1.6e-07
 857800      9.76e-02    1.14e-01      7.28e-04    1.46e-03      8.68e-02    9.15e-02    1.6e-07
 857900      9.73e-02    1.05e-01      8.14e-05    1.03e-03      9.04e-02    9.07e-02    1.6e-07
 858000      1.32e-01    1.43e-01      1.06e-03    2.44e-04      1.16e-01    1.33e-01    1.6e-07
 858100      1.62e-01    1.42e-01      2.16e-03    1.98e-03      1.29e-01    1.11e-01    1.6e-07
 858200      1.24e-01    1.31e-01      6.78e-04    1.06e-03      1.13e-01    1.15e-01    1.6e-07
 858300      1.08e-01    1.14e-01      7.89e-04    5.07e-04      9.61e-02    1.05e-01    1.6e-07
 858400      1.70e-01    1.87e-01      9.12e-04    2.27e-03      1.54e-01    1.53e-01    1.6e-07
 858500      9.96e-02    1.21e-01      4.47e-05    8.74e-04      9.27e-02    1.08e-01    1.6e-07
 858600      1.20e-01    9.51e-02      3.00e-04    8.05e-04      1.11e-01    8.34e-02    1.6e-07
 858700      1.22e-01    1.21e-01      1.04e-03    1.34e-03      1.07e-01    1.02e-01    1.6e-07
 858800      1.25e-01    1.06e-01      5.62e-04    4.48e-04      1.14e-01    9.69e-02    1.6e-07
 858900      1.12e-01    8.67e-02      4.13e-04    5.90e-04      1.03e-01    7.77e-02    1.6e-07
 859000      9.49e-02    1.35e-01      2.89e-04    1.93e-03      8.77e-02    1.04e-01    1.6e-07
 859100      1.27e-01    1.24e-01      1.49e-04    7.05e-04      1.18e-01    1.12e-01    1.6e-07
 859200      1.20e-01    9.98e-02      1.93e-04    4.38e-04      1.11e-01    9.15e-02    1.6e-07
 859300      1.55e-01    1.19e-01      2.15e-03    3.48e-05      1.21e-01    1.10e-01    1.6e-07
 859400      1.08e-01    1.13e-01      8.66e-04    7.19e-04      9.59e-02    1.01e-01    1.6e-07
 859500      1.11e-01    1.31e-01      8.72e-05    1.74e-03      1.03e-01    1.05e-01    1.6e-07
 859600      1.04e-01    1.10e-01      6.29e-04    6.63e-04      9.42e-02    9.95e-02    1.6e-07
 859700      1.23e-01    1.39e-01      6.97e-04    9.72e-04      1.12e-01    1.25e-01    1.6e-07
 859800      1.20e-01    1.02e-01      6.05e-05    1.02e-03      1.12e-01    8.76e-02    1.6e-07
 859900      1.19e-01    1.37e-01      1.59e-03    1.08e-03      9.38e-02    1.21e-01    1.6e-07
 860000      1.02e-01    1.18e-01      2.45e-04    1.11e-03      9.44e-02    1.02e-01    1.5e-07
 860100      1.15e-01    1.12e-01      1.83e-03    2.56e-04      8.37e-02    1.04e-01    1.5e-07
 860200      1.10e-01    1.42e-01      1.02e-03    6.11e-04      9.57e-02    1.31e-01    1.5e-07
 860300      1.57e-01    1.25e-01      2.22e-03    2.69e-04      1.22e-01    1.17e-01    1.5e-07
 860400      1.38e-01    1.28e-01      9.78e-04    1.74e-03      1.24e-01    1.01e-01    1.5e-07
 860500      9.98e-02    9.87e-02      3.09e-04    6.31e-05      9.25e-02    9.21e-02    1.5e-07
 860600      9.82e-02    9.95e-02      5.99e-05    7.11e-04      9.16e-02    8.92e-02    1.5e-07
 860700      1.24e-01    1.57e-01      1.66e-03    1.09e-03      9.88e-02    1.41e-01    1.5e-07
 860800      1.13e-01    1.06e-01      7.04e-04    8.51e-04      1.02e-01    9.39e-02    1.5e-07
 860900      1.00e-01    1.27e-01      3.41e-04    1.65e-03      9.29e-02    1.02e-01    1.5e-07
 861000      1.05e-01    9.56e-02      3.08e-04    1.93e-04      9.76e-02    8.90e-02    1.5e-07
 861100      1.31e-01    1.36e-01      1.04e-05    1.63e-03      1.22e-01    1.12e-01    1.5e-07
 861200      1.09e-01    9.44e-02      2.18e-04    3.04e-04      1.02e-01    8.74e-02    1.5e-07
 861300      1.11e-01    9.39e-02      4.86e-04    6.08e-05      1.03e-01    8.76e-02    1.5e-07
 861400      1.16e-01    1.56e-01      1.28e-03    2.39e-03      9.72e-02    1.17e-01    1.5e-07
 861500      1.26e-01    1.17e-01      6.67e-04    2.69e-04      1.15e-01    1.09e-01    1.5e-07
 861600      1.56e-01    1.04e-01      7.83e-04    9.22e-04      1.43e-01    9.11e-02    1.5e-07
 861700      1.10e-01    1.18e-01      3.13e-04    1.30e-04      1.02e-01    1.10e-01    1.5e-07
 861800      9.34e-02    1.10e-01      9.75e-05    9.06e-04      8.71e-02    9.68e-02    1.5e-07
 861900      1.81e-01    1.20e-01      2.33e-03    6.73e-04      1.46e-01    1.10e-01    1.5e-07
 862000      1.29e-01    1.05e-01      1.92e-03    1.98e-05      9.81e-02    9.80e-02    1.5e-07
 862100      1.03e-01    1.01e-01      2.08e-04    9.37e-04      9.58e-02    8.79e-02    1.5e-07
 862200      1.14e-01    1.60e-01      1.00e-03    5.90e-04      1.00e-01    1.47e-01    1.5e-07
 862300      1.09e-01    9.75e-02      6.99e-04    2.29e-04      9.87e-02    9.06e-02    1.5e-07
 862400      1.18e-01    1.10e-01      1.31e-03    6.43e-04      9.94e-02    9.99e-02    1.5e-07
 862500      1.27e-01    9.48e-02      7.07e-05    4.14e-04      1.18e-01    8.72e-02    1.5e-07
 862600      9.82e-02    1.91e-01      2.96e-05    2.61e-03      9.17e-02    1.51e-01    1.5e-07
 862700      1.30e-01    1.58e-01      5.59e-04    3.92e-04      1.20e-01    1.47e-01    1.5e-07
 862800      1.01e-01    1.17e-01      4.98e-04    5.21e-04      9.28e-02    1.08e-01    1.5e-07
 862900      9.53e-02    1.13e-01      1.88e-05    9.83e-04      8.90e-02    9.96e-02    1.5e-07
 863000      1.28e-01    1.40e-01      1.60e-03    6.61e-04      1.04e-01    1.29e-01    1.5e-07
 863100      1.11e-01    1.19e-01      7.29e-04    1.00e-03      1.00e-01    1.05e-01    1.5e-07
 863200      1.30e-01    1.12e-01      4.58e-04    6.65e-04      1.20e-01    1.02e-01    1.5e-07
 863300      1.24e-01    1.23e-01      7.78e-04    1.02e-03      1.13e-01    1.08e-01    1.5e-07
 863400      1.38e-01    1.13e-01      2.00e-03    5.60e-04      1.06e-01    1.04e-01    1.5e-07
 863500      1.32e-01    1.29e-01      1.64e-03    5.25e-04      1.07e-01    1.19e-01    1.5e-07
 863600      9.82e-02    1.14e-01      4.57e-04    4.31e-04      9.02e-02    1.06e-01    1.5e-07
 863700      9.35e-02    2.02e-01      6.05e-04    1.89e-04      8.45e-02    1.88e-01    1.5e-07
 863800      1.34e-01    1.37e-01      2.32e-03    1.07e-03      9.16e-02    1.22e-01    1.5e-07
 863900      9.89e-02    1.20e-01      3.05e-04    6.91e-04      9.17e-02    1.09e-01    1.5e-07
 864000      1.05e-01    1.22e-01      8.64e-04    1.36e-03      9.28e-02    1.03e-01    1.5e-07
 864100      1.18e-01    1.17e-01      6.75e-04    1.81e-03      1.08e-01    8.71e-02    1.5e-07
 864200      1.16e-01    1.12e-01      3.34e-04    6.14e-04      1.07e-01    1.02e-01    1.5e-07
 864300      1.41e-01    1.39e-01      1.14e-03    1.14e-03      1.25e-01    1.23e-01    1.5e-07
 864400      9.53e-02    1.15e-01      1.56e-04    1.26e-03      8.88e-02    9.66e-02    1.5e-07
 864500      9.91e-02    1.31e-01      4.77e-04    1.83e-03      9.09e-02    1.03e-01    1.5e-07
 864600      1.10e-01    1.04e-01      1.15e-05    4.79e-04      1.02e-01    9.50e-02    1.5e-07
 864700      1.60e-01    9.02e-02      1.69e-04    3.77e-05      1.50e-01    8.42e-02    1.5e-07
 864800      1.13e-01    1.49e-01      7.92e-04    2.16e-03      1.01e-01    1.15e-01    1.5e-07
 864900      1.23e-01    1.14e-01      1.15e-03    5.41e-05      1.07e-01    1.07e-01    1.5e-07
 865000      1.19e-01    1.37e-01      7.16e-04    9.64e-04      1.09e-01    1.24e-01    1.4e-07
 865100      1.43e-01    1.28e-01      3.32e-04    1.75e-03      1.33e-01    1.01e-01    1.4e-07
 865200      1.08e-01    1.32e-01      8.28e-04    1.87e-03      9.65e-02    1.03e-01    1.4e-07
 865300      1.05e-01    1.21e-01      4.42e-04    3.73e-04      9.71e-02    1.12e-01    1.4e-07
 865400      1.09e-01    1.17e-01      2.69e-04    1.49e-04      1.01e-01    1.10e-01    1.4e-07
 865500      1.14e-01    9.61e-02      1.05e-03    2.29e-04      9.98e-02    8.96e-02    1.4e-07
 865600      1.36e-01    1.43e-01      4.08e-04    2.25e-03      1.27e-01    1.06e-01    1.4e-07
 865700      1.36e-01    1.29e-01      1.71e-03    2.23e-03      1.10e-01    8.93e-02    1.4e-07
 865800      1.18e-01    1.14e-01      1.21e-03    5.20e-05      1.01e-01    1.07e-01    1.4e-07
 865900      9.60e-02    9.63e-02      5.66e-04    7.77e-04      8.75e-02    8.55e-02    1.4e-07
 866000      1.49e-01    1.21e-01      9.54e-04    7.77e-04      1.35e-01    1.09e-01    1.4e-07
 866100      1.24e-01    1.22e-01      1.90e-04    4.31e-05      1.16e-01    1.14e-01    1.4e-07
 866200      1.53e-01    1.16e-01      1.25e-03    4.50e-04      1.36e-01    1.08e-01    1.4e-07
 866300      1.24e-01    1.10e-01      8.12e-05    2.73e-04      1.16e-01    1.03e-01    1.4e-07
 866400      1.30e-01    1.16e-01      1.85e-03    8.33e-04      1.02e-01    1.04e-01    1.4e-07
 866500      1.62e-01    1.01e-01      1.60e-03    1.71e-04      1.40e-01    9.40e-02    1.4e-07
 866600      9.84e-02    1.16e-01      3.22e-04    1.25e-03      9.14e-02    9.82e-02    1.4e-07
 866700      1.15e-01    1.41e-01      9.82e-05    3.82e-04      1.07e-01    1.32e-01    1.4e-07
 866800      1.56e-01    1.10e-01      2.32e-03    3.39e-04      1.19e-01    1.02e-01    1.4e-07
 866900      1.45e-01    1.20e-01      1.04e-03    1.27e-04      1.31e-01    1.12e-01    1.4e-07
 867000      1.42e-01    1.08e-01      4.32e-04    6.63e-04      1.32e-01    9.82e-02    1.4e-07
 867100      1.29e-01    1.36e-01      1.98e-04    8.83e-05      1.21e-01    1.27e-01    1.4e-07
 867200      1.32e-01    1.14e-01      1.19e-03    1.01e-04      1.16e-01    1.07e-01    1.4e-07
 867300      1.11e-01    1.29e-01      1.18e-03    1.36e-03      9.48e-02    1.10e-01    1.4e-07
 867400      9.31e-02    1.06e-01      4.09e-04    7.62e-04      8.59e-02    9.49e-02    1.4e-07
 867500      1.16e-01    1.64e-01      5.63e-04    2.04e-03      1.07e-01    1.35e-01    1.4e-07
 867600      9.93e-02    1.10e-01      1.60e-04    1.66e-03      9.28e-02    8.31e-02    1.4e-07
 867700      1.22e-01    1.12e-01      1.08e-03    1.29e-03      1.07e-01    9.31e-02    1.4e-07
 867800      1.21e-01    1.15e-01      2.38e-04    1.47e-04      1.13e-01    1.07e-01    1.4e-07
 867900      1.15e-01    1.53e-01      9.04e-04    3.48e-04      1.02e-01    1.42e-01    1.4e-07
 868000      1.07e-01    1.54e-01      1.53e-03    1.52e-03      8.25e-02    1.33e-01    1.4e-07
 868100      1.28e-01    1.02e-01      1.02e-03    8.84e-04      1.14e-01    9.02e-02    1.4e-07
 868200      1.20e-01    1.22e-01      7.15e-04    1.21e-03      1.10e-01    1.06e-01    1.4e-07
 868300      1.38e-01    1.28e-01      1.90e-03    3.86e-04      1.09e-01    1.19e-01    1.4e-07
 868400      1.06e-01    1.42e-01      1.26e-03    1.67e-03      8.81e-02    1.18e-01    1.4e-07
 868500      1.41e-01    1.13e-01      1.03e-03    1.24e-03      1.27e-01    9.57e-02    1.4e-07
 868600      1.23e-01    1.33e-01      6.76e-04    6.11e-04      1.13e-01    1.23e-01    1.4e-07
 868700      1.45e-01    1.22e-01      1.47e-03    2.24e-04      1.25e-01    1.14e-01    1.4e-07
 868800      1.13e-01    1.21e-01      2.10e-04    1.13e-04      1.06e-01    1.13e-01    1.4e-07
 868900      1.03e-01    1.17e-01      4.81e-04    1.39e-03      9.51e-02    9.67e-02    1.4e-07
 869000      1.22e-01    1.08e-01      5.16e-04    6.43e-05      1.13e-01    1.01e-01    1.4e-07
 869100      1.14e-01    1.29e-01      2.00e-04    1.12e-04      1.06e-01    1.21e-01    1.4e-07
 869200      9.29e-02    1.11e-01      1.54e-04    7.89e-04      8.69e-02    9.98e-02    1.4e-07
 869300      1.09e-01    1.04e-01      9.78e-04    7.96e-04      9.57e-02    9.26e-02    1.4e-07
 869400      1.38e-01    1.37e-01      1.50e-03    1.08e-03      1.17e-01    1.22e-01    1.4e-07
 869500      1.24e-01    8.70e-02      2.26e-04    6.27e-05      1.16e-01    8.14e-02    1.4e-07
 869600      1.02e-01    1.13e-01      5.27e-04    2.43e-04      9.40e-02    1.06e-01    1.4e-07
 869700      1.29e-01    1.40e-01      1.30e-04    1.16e-03      1.21e-01    1.24e-01    1.4e-07
 869800      9.16e-02    1.02e-01      7.21e-04    2.44e-04      8.16e-02    9.55e-02    1.4e-07
 869900      1.78e-01    1.10e-01      2.79e-03    1.32e-03      1.31e-01    9.06e-02    1.4e-07
 870000      1.12e-01    1.10e-01      1.14e-03    5.95e-04      9.66e-02    1.01e-01    1.3e-07
 870100      1.13e-01    9.42e-02      1.87e-04    1.98e-04      1.06e-01    8.82e-02    1.3e-07
 870200      1.22e-01    1.22e-01      9.17e-04    9.07e-04      1.10e-01    1.10e-01    1.3e-07
 870300      1.21e-01    1.35e-01      8.24e-04    1.41e-03      1.09e-01    1.15e-01    1.3e-07
 870400      1.38e-01    1.07e-01      1.90e-03    1.65e-05      1.09e-01    1.01e-01    1.3e-07
 870500      1.18e-01    1.12e-01      2.46e-04    2.06e-04      1.10e-01    1.05e-01    1.3e-07
 870600      1.13e-01    1.31e-01      1.06e-03    1.73e-03      9.89e-02    1.05e-01    1.3e-07
 870700      1.36e-01    1.18e-01      2.72e-04    1.62e-04      1.28e-01    1.10e-01    1.3e-07
 870800      1.28e-01    1.56e-01      2.08e-03    1.39e-03      9.32e-02    1.38e-01    1.3e-07
 870900      1.17e-01    1.14e-01      1.72e-04    1.52e-03      1.10e-01    9.18e-02    1.3e-07
 871000      1.31e-01    1.15e-01      1.28e-03    1.45e-04      1.13e-01    1.08e-01    1.3e-07
 871100      1.69e-01    1.17e-01      2.62e-03    7.46e-05      1.26e-01    1.10e-01    1.3e-07
 871200      1.05e-01    1.04e-01      4.14e-04    6.84e-04      9.72e-02    9.44e-02    1.3e-07
 871300      1.00e-01    2.52e-01      1.90e-04    3.23e-04      9.39e-02    2.36e-01    1.3e-07
 871400      1.01e-01    1.07e-01      9.56e-04    3.09e-04      8.84e-02    9.99e-02    1.3e-07
 871500      1.28e-01    1.23e-01      4.91e-04    1.71e-03      1.19e-01    9.70e-02    1.3e-07
 871600      1.26e-01    1.26e-01      4.23e-04    1.05e-03      1.17e-01    1.12e-01    1.3e-07
 871700      1.38e-01    1.41e-01      1.30e-03    1.83e-03      1.21e-01    1.14e-01    1.3e-07
 871800      1.14e-01    1.76e-01      6.42e-04    2.38e-03      1.05e-01    1.40e-01    1.3e-07
 871900      1.39e-01    1.12e-01      7.99e-05    5.74e-04      1.31e-01    1.03e-01    1.3e-07
 872000      1.18e-01    1.22e-01      6.60e-04    1.05e-03      1.08e-01    1.08e-01    1.3e-07
 872100      1.25e-01    1.12e-01      2.54e-04    2.17e-04      1.17e-01    1.05e-01    1.3e-07
 872200      1.09e-01    9.73e-02      1.79e-04    2.24e-04      1.02e-01    9.10e-02    1.3e-07
 872300      1.08e-01    1.13e-01      1.27e-03    3.48e-04      8.95e-02    1.05e-01    1.3e-07
 872400      1.30e-01    1.14e-01      1.43e-03    9.76e-05      1.10e-01    1.07e-01    1.3e-07
 872500      1.76e-01    1.07e-01      1.40e-03    1.40e-04      1.57e-01    1.01e-01    1.3e-07
 872600      1.82e-01    8.68e-02      2.42e-03    3.64e-04      1.46e-01    8.05e-02    1.3e-07
 872700      1.15e-01    1.02e-01      5.18e-04    6.76e-04      1.06e-01    9.30e-02    1.3e-07
 872800      9.91e-02    1.05e-01      6.23e-04    2.50e-04      9.02e-02    9.83e-02    1.3e-07
 872900      1.00e-01    1.03e-01      1.08e-04    1.67e-04      9.41e-02    9.63e-02    1.3e-07
 873000      1.28e-01    1.05e-01      1.49e-04    1.73e-04      1.20e-01    9.87e-02    1.3e-07
 873100      1.85e-01    1.01e-01      9.28e-04    7.61e-04      1.71e-01    9.09e-02    1.3e-07
 873200      1.09e-01    1.32e-01      1.21e-03    1.84e-03      9.26e-02    1.04e-01    1.3e-07
 873300      1.12e-01    8.19e-02      4.06e-04    5.87e-06      1.04e-01    7.70e-02    1.3e-07
 873400      1.05e-01    1.06e-01      1.16e-03    4.73e-04      8.93e-02    9.76e-02    1.3e-07
 873500      1.47e-01    1.24e-01      1.62e-03    6.75e-04      1.25e-01    1.14e-01    1.3e-07
 873600      1.11e-01    9.77e-02      3.58e-05    9.74e-04      1.04e-01    8.45e-02    1.3e-07
 873700      1.06e-01    1.05e-01      1.15e-04    3.76e-04      9.95e-02    9.73e-02    1.3e-07
 873800      1.03e-01    1.08e-01      2.83e-04    1.25e-03      9.58e-02    9.04e-02    1.3e-07
 873900      9.62e-02    1.33e-01      3.98e-04    9.15e-04      8.92e-02    1.20e-01    1.3e-07
 874000      1.07e-01    9.80e-02      4.69e-04    1.01e-03      9.91e-02    8.43e-02    1.3e-07
 874100      1.22e-01    1.09e-01      1.15e-03    7.49e-05      1.07e-01    1.03e-01    1.3e-07
 874200      1.14e-01    1.01e-01      1.95e-03    1.24e-04      7.91e-02    9.49e-02    1.3e-07
 874300      1.18e-01    1.08e-01      7.09e-04    6.30e-04      1.08e-01    9.85e-02    1.3e-07
 874400      9.63e-02    1.06e-01      6.22e-04    7.63e-04      8.75e-02    9.57e-02    1.3e-07
 874500      1.24e-01    1.37e-01      1.98e-03    1.61e-03      9.06e-02    1.14e-01    1.3e-07
 874600      1.12e-01    9.62e-02      1.20e-03    1.13e-04      9.55e-02    9.03e-02    1.3e-07
 874700      1.23e-01    1.21e-01      1.08e-05    7.73e-04      1.15e-01    1.10e-01    1.3e-07
 874800      1.16e-01    1.35e-01      5.36e-04    1.67e-03      1.07e-01    1.11e-01    1.3e-07
 874900      1.20e-01    9.96e-02      1.13e-03    4.87e-04      1.05e-01    9.18e-02    1.3e-07
 875000      1.31e-01    9.73e-02      1.02e-03    4.67e-06      1.17e-01    9.17e-02    1.3e-07
 875100      1.24e-01    1.01e-01      1.44e-03    2.32e-04      1.04e-01    9.44e-02    1.3e-07
 875200      1.38e-01    1.15e-01      1.38e-03    1.22e-04      1.20e-01    1.08e-01    1.3e-07
 875300      1.26e-01    1.16e-01      9.89e-04    6.88e-04      1.13e-01    1.06e-01    1.3e-07
 875400      9.91e-02    1.13e-01      4.18e-04    1.21e-03      9.20e-02    9.62e-02    1.3e-07
 875500      1.14e-01    1.02e-01      7.03e-04    5.99e-04      1.04e-01    9.31e-02    1.3e-07
 875600      1.25e-01    9.47e-02      1.86e-04    1.93e-05      1.18e-01    8.92e-02    1.3e-07
 875700      1.01e-01    1.16e-01      1.04e-03    7.74e-04      8.76e-02    1.06e-01    1.3e-07
 875800      1.15e-01    1.20e-01      8.33e-04    6.66e-05      1.04e-01    1.13e-01    1.3e-07
 875900      1.31e-01    1.52e-01      1.17e-03    3.67e-04      1.16e-01    1.42e-01    1.3e-07
 876000      1.10e-01    9.91e-02      3.24e-04    9.82e-04      1.03e-01    8.61e-02    1.3e-07
 876100      1.16e-01    1.28e-01      1.23e-04    8.52e-04      1.09e-01    1.16e-01    1.3e-07
 876200      1.30e-01    1.09e-01      1.54e-03    6.26e-04      1.08e-01    9.96e-02    1.3e-07
 876300      1.02e-01    1.04e-01      2.97e-04    1.10e-03      9.50e-02    8.90e-02    1.3e-07
 876400      1.36e-01    1.17e-01      1.41e-03    8.61e-04      1.17e-01    1.05e-01    1.3e-07
 876500      1.22e-01    8.80e-02      2.83e-04    1.62e-04      1.15e-01    8.27e-02    1.3e-07
 876600      1.40e-01    1.38e-01      8.78e-04    5.95e-04      1.28e-01    1.28e-01    1.3e-07
 876700      1.14e-01    1.20e-01      1.20e-03    1.29e-03      9.80e-02    1.02e-01    1.3e-07
 876800      1.06e-01    2.14e-01      6.09e-04    3.35e-03      9.74e-02    1.59e-01    1.3e-07
 876900      1.07e-01    1.83e-01      8.83e-04    1.53e-03      9.52e-02    1.63e-01    1.3e-07
 877000      1.28e-01    1.10e-01      9.97e-04    9.68e-04      1.15e-01    9.78e-02    1.3e-07
 877100      1.38e-01    8.76e-02      2.09e-03    7.69e-04      1.04e-01    7.75e-02    1.3e-07
 877200      1.09e-01    1.40e-01      8.20e-04    1.43e-04      9.78e-02    1.31e-01    1.3e-07
 877300      1.22e-01    1.36e-01      1.01e-03    6.35e-04      1.08e-01    1.26e-01    1.3e-07
 877400      1.13e-01    1.01e-01      7.91e-05    2.97e-04      1.06e-01    9.42e-02    1.3e-07
 877500      1.08e-01    1.39e-01      3.22e-04    1.11e-05      1.01e-01    1.31e-01    1.3e-07
